term,n,freq,doc_freq,PMI,LRent,in_reference,status
有线电视 新闻网 CNN,3,4,4,21.44,2.468,False,new
大學 華東 溫暖,3,4,2,21.437,3.46,False,new
蓝天 碧水 净土,3,3,3,21.437,3.44,False,new
伦敦 布伦特 原油,3,3,3,21.437,4.066,False,new
實習生 陳姬姬 活動,3,8,8,21.429,2.265,False,new
自民党 干事长 森山裕,3,4,2,21.429,3.78,False,new
BBC Radio 频道,3,4,4,21.418,4.392,False,new
兰州 商学院 学生处,3,3,3,21.418,2.33,False,new
七国集团 广岛 峰会,3,3,2,21.416,4.075,False,new
搬迁 治污 复绿,3,3,3,21.414,3.728,False,new
三令五申 顶风 违纪,3,3,3,21.4,2.644,False,new
萨尔加多 油井 大布尔汗,3,4,2,21.394,2.168,False,new
民族主义 意识形态 推波助澜,3,3,3,21.394,2.37,False,new
务必 谦虚谨慎 艰苦奋斗,3,5,5,21.384,3.842,False,new
谦虚谨慎 艰苦奋斗 务必,3,5,5,21.384,2.194,False,new
手部 显微 手术,3,4,4,21.371,2.734,False,new
阿根廷 圣地亚哥 德尔埃斯特,3,6,6,21.363,2.456,False,new
土豆 晚疫病 暴发,3,4,4,21.353,4.18,False,new
冰 激凌 显得,3,3,3,21.353,4.986,False,new
上证 综指 涨0,3,4,4,21.345,2.623,False,new
重温 入党 誓词,3,3,3,21.329,2.5,False,new
这时候 地处 塞北,3,4,4,21.324,2.659,False,new
柏林 特使 菲尔普斯,3,3,3,21.323,2.87,False,new
久期 微调 券种,3,3,3,21.323,3.071,False,new
获任 荣昌 区委,3,4,4,21.319,3.522,False,new
1字头 存款 搬,3,3,3,21.319,2.154,False,new
居安思危 未雨绸缪 敢于,3,3,3,21.317,3.051,False,new
办事 急功近利 急于,3,3,3,21.314,4.227,False,new
爱因斯坦 广义 相对论,3,3,3,21.309,2.929,False,new
泰国 香米 稻花,3,4,4,21.304,3.77,False,new
香蕉 枯萎 坏死,3,4,4,21.294,2.76,False,new
棋理 只争 输,3,3,3,21.294,3.433,False,new
北方 农牧 交错区,3,4,4,21.288,3.16,False,new
大使 沙赫拉特 努雷舍夫,3,4,4,21.285,2.738,False,new
壮丽 莽莽 高原,3,4,4,21.279,4.227,False,new
霸权 霸凌 行径,3,5,5,21.272,4.467,False,new
剁 碎 然后,3,4,4,21.266,3.843,False,new
原研Bcl 抑 制剂,3,4,2,21.266,2.352,False,new
新知 栏目 特约,3,3,3,21.266,2.049,False,new
马斯克 Elon Musk,3,3,3,21.251,4.509,False,new
华北 明珠 重现,3,6,6,21.25,3.77,False,new
中办 国办 印发,3,3,3,21.244,2.516,False,new
一国两制 港人治港 澳人治澳,3,3,3,21.239,3.912,False,new
雇主 接到 匿名,3,3,3,21.23,2.534,False,new
正风 肃纪 反腐,3,3,3,21.228,2.838,False,new
焦距 毫米 孔径,3,10,2,21.225,2.123,False,new
问世 弹指一挥间 第八,3,3,3,21.223,3.89,False,new
微型鸡 茶花鸡 海南,3,4,4,21.217,3.036,False,new
碧水 豪庭 房产,3,4,2,21.215,3.97,False,new
提到 自特朗普 0以,3,3,3,21.215,3.203,False,new
支教 期間 志願者,3,4,4,21.212,3.172,False,new
所在地 河南省 商水县,3,3,3,21.212,2.737,False,new
外交官 威廉 菲尔普斯,3,3,3,21.212,2.916,False,new
积分 稍 逊,3,3,3,21.203,2.602,False,new
秘书 赫伯特 俾斯麦,3,3,3,21.203,3.399,False,new
广场 起水 游程,3,5,5,21.189,4.046,False,new
中共 一大 会址,3,3,3,21.181,5.044,False,new
畜禽 粪污 资源化,3,5,5,21.179,2.49,False,new
高原 藏区 巴塘,3,4,2,21.177,4.146,False,new
学堂 梁子 遗址,3,5,2,21.171,5.052,False,new
淡水 珍珠 复合,3,3,3,21.171,3.396,False,new
指标 飞人 乔丹,3,3,3,21.169,4.008,False,new
K 舰载 战斗机,3,3,3,21.161,3.602,False,new
10年 国开 债,3,3,3,21.146,3.641,False,new
苗 付 一鸣,3,3,3,21.141,3.286,False,new
玩 象棋 变体,3,3,3,21.134,3.601,False,new
绿意 葱茏 取代,3,3,3,21.134,4.479,False,new
收盘 上证 综指,3,5,5,21.121,3.712,False,new
枣园 为人民服务 讲话,3,3,3,21.115,3.8,False,new
香蕉 叶子 斑驳,3,4,4,21.112,2.76,False,new
兵 行险 招,3,3,3,21.112,4.87,False,new
神经 电生理 专用,3,3,3,21.112,5.192,False,new
内而外 腐烂 失去,3,4,4,21.096,3.009,False,new
全市场 持有人 户数,3,3,3,21.081,3.23,False,new
固 收类 公募,3,3,3,21.081,3.011,False,new
整齐划一 口号 响亮,3,3,3,21.081,2.382,False,new
蛋 奶 消费量,3,4,4,21.076,3.013,False,new
真理 脚踏人间 正道,3,3,3,21.071,4.751,False,new
明珠 重现 光彩,3,6,6,21.068,3.649,False,new
中央政府 派驻 内亚姆茨省,3,6,6,21.068,2.886,False,new
水面 宽 水流急,3,3,3,21.066,2.672,False,new
净 调入省 筹集,3,3,3,21.061,4.2,False,new
考察团 团长 柬埔寨,3,6,6,21.047,2.919,False,new
增设 偏债型 REITs,3,3,3,21.047,4.18,False,new
埃菲尔 铁塔 附近,3,3,3,21.035,2.434,False,new
做市 信用债 ETF,3,6,3,21.033,2.103,False,new
身 良田 沃土,3,3,3,21.033,5.624,False,new
系司 某霞 朋友,3,3,3,21.03,3.722,False,new
F1 狂飙 飞车,3,10,4,21.025,4.67,False,new
日报 科技版 主编,3,6,6,21.021,5.066,False,new
搞 大水 漫灌,3,3,3,21.021,4.149,False,new
下属 临港科 投,3,3,3,21.021,5.36,False,new
学 有所教 劳有所,3,4,4,21.014,3.565,False,new
科 创园区 激活,3,3,3,21.012,4.943,False,new
這筆錢 志願者 們,3,4,4,20.999,2.171,False,new
期間 志願者 們,3,4,4,20.999,2.171,False,new
大麦克无力 招架 难以,3,4,4,20.978,4.22,False,new
WAIC 黑客 马拉松,3,3,2,20.978,4.699,False,new
助理 天安人 寿,3,3,3,20.978,3.713,False,new
置身 古典 园林,3,6,6,20.963,2.67,False,new
疑惑 菜场 超市,3,4,4,20.963,4.147,False,new
民建 工商 联界,3,3,3,20.954,2.232,False,new
紫色 T恤 头,3,3,3,20.951,3.354,False,new
高带 宽脑机 接口,3,3,3,20.946,3.47,False,new
期 亚湾 瓦赫,3,4,4,20.944,3.533,False,new
贾某 青向 忻州,3,4,4,20.939,2.033,False,new
音视 频部 制作,3,4,4,20.93,4.274,False,new
中下游 西南 华南,3,3,3,20.93,2.342,False,new
配音室 特效 制作,3,3,3,20.93,3.774,False,new
黑 臭 水体,3,5,4,20.926,5.019,False,new
商学院 学生处 任职,3,3,3,20.924,4.594,False,new
食残 渣 铅,3,4,2,20.92,2.337,False,new
净 调入 调出量,3,3,3,20.918,2.567,False,new
大地 万物 繁盛,3,4,4,20.914,3.32,False,new
战术 法兰西 防御,3,3,3,20.912,4.665,False,new
劲儿 丝毫 听,3,3,3,20.911,3.439,False,new
思 所愿 收集,3,3,3,20.906,5.288,False,new
分成 14宗分 地块,3,3,3,20.906,4.786,False,new
柬埔寨 人民党 中央委员,3,6,6,20.898,3.788,False,new
念 北京大学 法学院,3,3,3,20.894,2.962,False,new
中山大學 公管 系,3,4,2,20.886,4.274,False,new
应变局 化危机 全党,3,3,3,20.861,3.554,False,new
布面 油画 x,3,8,2,20.858,3.489,False,new
五花八门 色彩斑斓 类型,3,4,4,20.858,3.415,False,new
街道 营 商办,3,8,2,20.856,3.128,False,new
白色 运动帽 脸上,3,3,3,20.856,4.354,False,new
悄然 启航 一步步,3,3,3,20.849,4.259,False,new
英 丹 萨拉迪,3,4,4,20.848,2.998,False,new
朱蝉飞 董事会 秘书,3,3,3,20.839,2.453,False,new
董事会 秘书 王建亮,3,3,3,20.839,2.292,False,new
讲 响鼓 重槌,3,3,3,20.829,4.263,False,new
自强 勇 攀,3,3,3,20.824,2.062,False,new
紧逼 直至 抵,3,3,3,20.824,2.602,False,new
米 哈伊尔 鲍特维尼克,3,3,3,20.824,3.968,False,new
自然资源局 江宁 分局,3,4,2,20.821,2.382,False,new
如此 凌厉 decisive,3,3,3,20.812,3.809,False,new
盯住 元旦 春节,3,3,3,20.806,3.855,False,new
防灾 减灾 救灾,3,4,3,20.804,4.524,False,new
南昌队 球员 刘震,3,4,2,20.801,2.274,False,new
丁立人 捂住 面颊,3,3,3,20.801,3.821,False,new
香芽蕉 vs TR4,3,4,4,20.799,3.496,False,new
商及 下发 订单,3,4,4,20.796,3.413,False,new
隊活 動 活動,3,8,8,20.793,2.265,False,new
设备 核级 主泵,3,3,3,20.782,4.326,False,new
防汛 抗旱 总指挥部,3,3,2,20.781,3.719,False,new
内亚姆茨省 办事处 发言人,3,6,6,20.775,3.033,False,new
同心同德 齐心协力 沿着,3,3,3,20.775,3.933,False,new
陈志刚 韩 芳,3,4,4,20.767,2.485,False,new
科学院 学部委员 李国强,3,4,4,20.766,2.169,False,new
卡尔 舒尔茨 弗里德里希,3,3,3,20.762,3.879,False,new
例 侵入 式柔性,3,3,3,20.755,2.326,False,new
总之 一旦 剥除,3,3,3,20.754,2.068,False,new
农药 减量 增效,3,3,3,20.752,4.733,False,new
動 這次 支教,3,4,4,20.75,2.918,False,new
配合 得当 小卒,3,3,3,20.744,3.559,False,new
立法法 修正案 草案,3,7,2,20.737,5.432,False,new
退回 脱岗 读博,3,4,4,20.735,2.364,False,new
急难 愁 盼,3,3,3,20.733,3.579,False,new
冰译 文汇 出版社,3,4,4,20.729,2.001,False,new
精准 地步步 紧逼,3,3,3,20.729,4.478,False,new
Ding Chilling 情绪,3,3,3,20.721,3.665,False,new
e t ron,3,4,3,20.72,4.119,False,new
冠军 列冯 ·阿罗尼扬,3,3,3,20.72,3.892,False,new
仿佛 置身 古典,3,6,6,20.715,5.432,False,new
讲话 发人 警醒,3,3,3,20.71,3.303,False,new
交出 亮丽 成绩单,3,4,4,20.704,4.915,False,new
揭 牌 临港,3,3,3,20.701,2.882,False,new
soh u com,3,4,2,20.696,2.223,False,new
书法 煮 串,3,3,3,20.695,4.401,False,new
寻 回犬 白,3,4,4,20.694,5.088,False,new
检查员 特权 同年,3,3,3,20.691,3.165,False,new
马 轻快 跃,3,3,3,20.688,4.689,False,new
剔除 同业 存单,3,3,3,20.688,3.255,False,new
由于 申购 赎回,3,3,3,20.686,4.653,False,new
15日 中办 国办,3,3,3,20.684,3.218,False,new
迎难而上 逆势 打响,3,3,3,20.681,3.957,False,new
Bcl 抑 制剂,3,14,2,20.678,4.556,False,new
同呼吸 共命运 心,3,5,4,20.678,4.282,False,new
四川省 紅原縣 開展,3,4,4,20.678,4.317,False,new
墨子号 焦距 毫米,3,4,2,20.678,3.22,False,new
Magnus Carlsen 另,3,3,3,20.674,3.23,False,new
济南市 章丘区 人民法院,3,4,4,20.671,4.205,False,new
孔 德罡 教授,3,4,2,20.665,5.225,False,new
宣介 会前 与会,3,6,6,20.662,4.155,False,new
涅波 闪身 离开,3,3,3,20.662,5.151,False,new
湃客 新知 栏目,3,3,3,20.66,4.028,False,new
ETF 名列 其间,3,3,3,20.66,4.468,False,new
栋 楼宇 拔地而起,3,6,6,20.656,3.043,False,new
研究员 安德烈 勒杜雷斯库,3,6,6,20.654,3.025,False,new
毕节 七星关 东辰,3,4,2,20.651,2.707,False,new
复杂性 艰巨性 严,3,3,3,20.645,2.212,False,new
徐汇 滨江 问世,3,3,3,20.638,4.95,False,new
起降 无人机 消防,3,3,3,20.632,2.638,False,new
绿耳 翻毛 乌骨鸡,3,4,4,20.625,2.164,False,new
思维 居安思危 未雨绸缪,3,3,3,20.624,4.33,False,new
土壤 源病 原体,3,4,4,20.62,3.999,False,new
PE TTM 大部分,3,3,3,20.611,3.655,False,new
德国 莱茵兰 普法尔茨州,3,3,3,20.607,4.24,False,new
负责人 董某 刘某雨,3,4,4,20.601,3.498,False,new
柔性 电极 神经,3,3,3,20.601,4.759,False,new
曼赫纳村 茶花鸡 保,3,4,4,20.598,3.381,False,new
农业部 测算 得出,3,3,3,20.595,2.796,False,new
侦办 陈某 骅,3,4,4,20.593,2.225,False,new
Adventures of Superman,3,4,2,20.591,2.847,False,new
红 镜 阻光镜,3,10,2,20.581,3.379,False,new
排 时间表 只争朝夕,3,3,3,20.574,3.721,False,new
丹 萨拉迪诺 小时候,3,4,4,20.573,3.798,False,new
团长 柬埔寨 人民党,3,6,6,20.562,2.218,False,new
践行者 勋章 细数,3,3,3,20.551,2.757,False,new
条顿堡 森林 战役,3,3,3,20.54,2.278,False,new
马尔切拉 加内亚 留下,3,6,6,20.538,2.617,False,new
投产 核岛 主,3,3,3,20.536,4.597,False,new
白某 系叶县 某镇,3,3,3,20.536,3.417,False,new
河南 济源人 1951年,3,3,3,20.536,4.312,False,new
母亲 打招呼 脸上,3,3,3,20.53,4.302,False,new
处流 人往高处走 拿,3,4,4,20.524,2.715,False,new
·哈里森 任命 外交官,3,3,3,20.519,2.596,False,new
密度 柔性 电极,3,3,3,20.519,3.573,False,new
委托 剥离 受托人,3,4,4,20.515,4.25,False,new
戴 白色 运动帽,3,3,3,20.513,3.199,False,new
持 仓集 中度,3,6,3,20.512,3.654,False,new
新闻部 总监 港澳台,3,4,4,20.508,2.607,False,new
总监 港澳台 新闻部,3,4,4,20.508,3.122,False,new
港澳台 新闻部 总监,3,4,4,20.508,4.818,False,new
优良 天数 比率,3,3,3,20.506,4.709,False,new
白 格子 看上去,3,3,3,20.501,4.872,False,new
嘱托 磷 化工,3,3,3,20.499,4.039,False,new
超人 克拉克 肯特,3,4,2,20.496,3.983,False,new
医院 教皇 若望,3,3,2,20.495,3.881,False,new
台 华龙一号 核电机组,3,3,3,20.494,4.594,False,new
县长 撤县 设,3,4,4,20.493,4.13,False,new
电生理 专用 芯片,3,3,3,20.478,3.561,False,new
村民 清淤 堆肥,3,3,3,20.47,4.135,False,new
政务处 分法 监察,3,3,3,20.464,2.56,False,new
多样性 food biodiversity,3,4,4,20.463,2.138,False,new
基准 做市 信用债,3,6,3,20.46,3.667,False,new
忻州 师范学院 地理系,3,4,4,20.46,2.595,False,new
法亚 史前 景观,3,6,2,20.454,4.573,False,new
巴黎 埃菲尔 铁塔,3,4,3,20.454,4.794,False,new
s o sic,3,3,3,20.454,2.469,False,new
sic k 另,3,3,3,20.451,3.23,False,new
验证 原型 试制,3,3,3,20.441,3.175,False,new
滤镜 红 镜,3,12,2,20.438,2.314,False,new
国泰 海通 宏观,3,3,3,20.437,3.834,False,new
雪 兰莪 森林,3,6,2,20.435,5.351,False,new
难 治性 心力衰竭,3,3,3,20.435,3.343,False,new
铺设 跨境 油气,3,4,4,20.434,3.642,False,new
违纪 所得已 全额,3,3,3,20.433,4.335,False,new
Bobby Fischer 还有,3,3,3,20.428,4.671,False,new
心力衰竭 抢救 无效,3,3,3,20.428,2.689,False,new
獎勵 優秀 孩子,3,4,4,20.423,3.601,False,new
其实 指翻 毛鸡,3,4,4,20.423,5.021,False,new
症状 TR 病害,3,4,4,20.422,3.266,False,new
红枣 发糕 铅,3,6,2,20.418,2.337,False,new
一味 责怪 校方,3,4,4,20.416,4.129,False,new
售卖 土鸡 鸡头,3,4,4,20.415,3.138,False,new
业绩 说明会 董事兼,3,3,3,20.409,3.559,False,new
白羽 绿耳 翻毛,3,4,4,20.407,2.179,False,new
围墙 垒筑 费用,3,4,2,20.403,5.462,False,new
索硬化症 ALS 患者,3,4,4,20.399,4.193,False,new
简化主义 抗争 获取,3,4,4,20.398,3.352,False,new
麋鹿 回国 40年,3,3,3,20.393,2.508,False,new
o f b,3,4,4,20.388,5.043,False,new
卡尔森 统治 棋坛,3,3,3,20.387,2.572,False,new
专业 摄影棚 配音室,3,3,3,20.387,4.681,False,new
比如 德宏鸡 大理山,3,4,4,20.384,4.928,False,new
活 動 這次,3,4,4,20.381,3.974,False,new
雅鲁藏布江 下游 水电,3,4,2,20.379,4.183,False,new
攻克 一个个 娄山关,3,3,3,20.378,2.819,False,new
移民 甘愿 赌,3,3,3,20.375,5.033,False,new
地下水质量标准 GB T,3,8,2,20.37,2.192,False,new
举办 飞碟eVTOL 起降,3,3,3,20.365,5.03,False,new
带领 芝加哥 公牛,3,3,3,20.365,3.266,False,new
互通有无 互学 互鉴,3,4,4,20.35,3.044,False,new
国礼 赠送 泰国,3,4,4,20.348,3.834,False,new
贵州 纳 雍某,3,4,4,20.348,3.543,False,new
捷径 唯有 实干,3,5,5,20.346,3.352,False,new
参议院 三分之二 多数票,3,3,3,20.339,2.642,False,new
产 得出 供得,3,3,3,20.336,2.921,False,new
横向部 处长 1992年,3,3,3,20.336,2.496,False,new
江滩 三阳 广场,3,8,5,20.329,4.513,False,new
徐汇 西岸 揭牌,3,3,3,20.328,3.927,False,new
Levon Aronian 直接,3,3,3,20.319,4.692,False,new
驱逐 妖魔 求,3,4,4,20.317,5.236,False,new
获得感 幸福感 安全感,3,16,13,20.314,3.048,False,new
象棋 变体 游戏,3,3,3,20.308,5.419,False,new
——不仅 公然 违反,3,3,3,20.306,3.385,False,new
药店 购买市 售,3,4,2,20.294,3.816,False,new
