term,n,freq,doc_freq,first_year,in_reference,status
于,1,1767,643,2022.0,True,in_reference
社会,1,1767,435,2022.0,True,in_reference
上海,1,1767,241,2022.0,True,in_reference
被,1,1740,499,2022.0,True,in_reference
问题,1,1724,467,2022.0,True,in_reference
人民,1,1719,344,2022.0,True,in_reference
但,1,1709,479,2022.0,True,in_reference
次,1,1707,536,2022.0,True,in_reference
城市,1,1655,237,2022.0,True,in_reference
高,1,1625,506,2022.0,True,in_reference
价,1,1580,417,2022.0,True,in_reference
让,1,1575,559,2022.0,True,in_reference
还,1,1563,565,2022.0,True,in_reference
技术,1,1544,343,2022.0,True,in_reference
国际,1,1543,381,2022.0,True,in_reference
通过,1,1534,556,2022.0,True,in_reference
党,1,1501,162,2022.0,True,in_reference
组织,1,1495,310,2022.0,True,in_reference
地,1,1486,483,2022.0,True,in_reference
公司,1,1486,304,2022.0,True,in_reference
服务,1,1481,361,2022.0,True,in_reference
全球,1,1463,322,2022.0,True,in_reference
文化,1,1438,307,2022.0,True,in_reference
着,1,1436,411,2022.0,True,in_reference
之,1,1432,449,2022.0,True,in_reference
增长,1,1416,299,2022.0,True,in_reference
全国,1,1370,396,2022.0,True,in_reference
创新,1,1354,343,2022.0,True,in_reference
未,1,1351,458,2022.0,True,in_reference
向,1,1328,548,2022.0,True,in_reference
实现,1,1318,437,2022.0,True,in_reference
政策,1,1313,309,2022.0,True,in_reference
推进,1,1292,293,2022.0,True,in_reference
出,1,1291,478,2022.0,True,in_reference
推动,1,1291,381,2022.0,True,in_reference
成为,1,1289,473,2022.0,True,in_reference
重要,1,1275,468,2022.0,True,in_reference
疫情,1,1274,130,2022.0,True,in_reference
已,1,1267,551,2022.0,True,in_reference
其,1,1247,412,2022.0,True,in_reference
安全,1,1233,261,2022.0,True,in_reference
同,1,1197,382,2022.0,True,in_reference
科技,1,1195,275,2022.0,True,in_reference
表示,1,1185,491,2022.0,True,in_reference
起,1,1180,475,2022.0,True,in_reference
至,1,1176,476,2022.0,True,in_reference
时,1,1174,455,2022.0,True,in_reference
自己,1,1173,304,2022.0,True,in_reference
可以,1,1167,380,2022.0,True,in_reference
把,1,1164,364,2022.0,True,in_reference
全面,1,1164,297,2022.0,True,in_reference
可,1,1163,420,2022.0,True,in_reference
项目,1,1145,315,2022.0,True,in_reference
历史,1,1144,318,2022.0,True,in_reference
作为,1,1139,487,2022.0,True,in_reference
进行,1,1134,483,2022.0,True,in_reference
前,1,1124,469,2022.0,True,in_reference
很,1,1124,341,2022.0,True,in_reference
地区,1,1110,266,2022.0,True,in_reference
看,1,1104,360,2022.0,True,in_reference
持续,1,1103,391,2022.0,True,in_reference
及,1,1099,448,2022.0,True,in_reference
生态,1,1097,197,2022.0,True,in_reference
产品,1,1096,252,2022.0,True,in_reference
给,1,1075,406,2022.0,True,in_reference
领域,1,1071,362,2022.0,True,in_reference
没有,1,1065,333,2022.0,True,in_reference
用,1,1064,391,2022.0,True,in_reference
么,1,1060,308,2022.0,True,in_reference
做,1,1049,360,2022.0,True,in_reference
管理,1,1046,324,2022.0,True,in_reference
活动,1,1037,348,2022.0,True,in_reference
坚持,1,1036,244,2022.0,True,in_reference
研究,1,1032,285,2022.0,True,in_reference
则,1,1030,421,2022.0,True,in_reference
汽车,1,1030,118,2022.0,True,in_reference
首,1,1026,378,2022.0,True,in_reference
生活,1,1024,318,2022.0,True,in_reference
数据,1,1013,317,2022.0,True,in_reference
方面,1,1001,403,2022.0,True,in_reference
副,1,994,365,2022.0,True,in_reference
名,1,988,346,2022.0,True,in_reference
时代,1,988,328,2022.0,True,in_reference
支持,1,987,330,2022.0,True,in_reference
政府,1,985,312,2022.0,True,in_reference
第一,1,984,392,2022.0,True,in_reference
今年,1,980,441,2022.0,True,in_reference
保护,1,979,190,2022.0,True,in_reference
加强,1,978,243,2022.0,True,in_reference
提供,1,960,429,2022.0,True,in_reference
产业,1,957,229,2022.0,True,in_reference
时间,1,955,364,2022.0,True,in_reference
环境,1,943,274,2022.0,True,in_reference
体系,1,936,231,2022.0,True,in_reference
由,1,935,482,2022.0,True,in_reference
记者,1,911,470,2022.0,True,in_reference
自,1,904,439,2022.0,True,in_reference
提升,1,902,340,2022.0,True,in_reference
质量,1,901,261,2022.0,True,in_reference
中心,1,899,358,2022.0,True,in_reference
金融,1,892,147,2022.0,True,in_reference
开展,1,891,277,2022.0,True,in_reference
教育,1,890,220,2022.0,True,in_reference
过,1,874,355,2022.0,True,in_reference
关系,1,866,254,2022.0,True,in_reference
以及,1,863,389,2022.0,True,in_reference
他们,1,861,271,2022.0,True,in_reference
共同,1,852,354,2022.0,True,in_reference
制度,1,850,176,2022.0,True,in_reference
所,1,842,364,2022.0,True,in_reference
得,1,839,311,2022.0,True,in_reference
里,1,836,304,2022.0,True,in_reference
已经,1,832,350,2022.0,True,in_reference
同时,1,831,420,2022.0,True,in_reference
比,1,830,304,2022.0,True,in_reference
人员,1,827,269,2022.0,True,in_reference
断,1,810,338,2022.0,True,in_reference
其中,1,808,398,2022.0,True,in_reference
种,1,806,275,2022.0,True,in_reference
基础,1,802,319,2022.0,True,in_reference
该,1,791,322,2022.0,True,in_reference
集团,1,791,233,2022.0,True,in_reference
再,1,790,398,2022.0,True,in_reference
位,1,789,325,2022.0,True,in_reference
大学,1,786,238,2022.0,True,in_reference
相关,1,776,349,2022.0,True,in_reference
能力,1,773,288,2022.0,True,in_reference
战略,1,769,255,2022.0,True,in_reference
主席,1,764,185,2022.0,True,in_reference
改革,1,758,194,2022.0,True,in_reference
情况,1,753,332,2022.0,True,in_reference
这些,1,751,302,2022.0,True,in_reference
发布,1,750,357,2022.0,True,in_reference
认为,1,750,328,2022.0,True,in_reference
北京,1,748,407,2022.0,True,in_reference
实施,1,745,232,2022.0,True,in_reference
需要,1,742,330,2022.0,True,in_reference
仅,1,741,342,2022.0,True,in_reference
会议,1,741,237,2022.0,True,in_reference
去,1,737,267,2022.0,True,in_reference
生产,1,734,222,2022.0,True,in_reference
带,1,733,346,2022.0,True,in_reference
目前,1,730,392,2022.0,True,in_reference
机制,1,729,186,2022.0,True,in_reference
要求,1,728,293,2022.0,True,in_reference
可能,1,726,259,2022.0,True,in_reference
越,1,726,211,2022.0,True,in_reference
或,1,723,302,2022.0,True,in_reference
连,1,722,325,2022.0,True,in_reference
中央,1,721,215,2022.0,True,in_reference
政治,1,717,188,2022.0,True,in_reference
这个,1,702,306,2022.0,True,in_reference
地方,1,695,217,2022.0,True,in_reference
主要,1,694,318,2022.0,True,in_reference
品牌,1,694,157,2022.0,True,in_reference
影响,1,693,315,2022.0,True,in_reference
方式,1,692,339,2022.0,True,in_reference
她,1,690,143,2022.0,True,in_reference
只,1,688,261,2022.0,True,in_reference
行业,1,685,230,2022.0,True,in_reference
阅读,1,685,42,2022.0,True,in_reference
贸易,1,682,110,2022.0,True,in_reference
各,1,681,284,2022.0,True,in_reference
新闻,1,676,270,2022.0,True,in_reference
进一步,1,673,349,2022.0,True,in_reference
内,1,671,310,2022.0,True,in_reference
完善,1,669,167,2022.0,True,in_reference
信息,1,663,242,2022.0,True,in_reference
积极,1,662,288,2022.0,True,in_reference
又,1,661,348,2022.0,True,in_reference
参与,1,659,285,2022.0,True,in_reference
核心,1,658,286,2022.0,True,in_reference
香港,1,658,68,2022.0,True,in_reference
包括,1,657,344,2022.0,True,in_reference
更加,1,657,269,2022.0,True,in_reference
显示,1,653,308,2022.0,True,in_reference
投资,1,652,208,2022.0,True,in_reference
保障,1,648,213,2022.0,True,in_reference
一些,1,646,232,2022.0,True,in_reference
条,1,645,250,2022.0,True,in_reference
基金,1,645,89,2022.0,True,in_reference
平台,1,642,281,2022.0,True,in_reference
销量,1,636,64,2022.0,True,in_reference
科学,1,631,192,2022.0,True,in_reference
农村,1,629,67,2022.0,True,in_reference
精神,1,623,202,2022.0,True,in_reference
能源,1,622,139,2022.0,True,in_reference
网络,1,614,166,2022.0,True,in_reference
走,1,613,293,2022.0,True,in_reference
那,1,611,230,2022.0,True,in_reference
治理,1,611,164,2022.0,True,in_reference
风险,1,609,199,2022.0,True,in_reference
正,1,607,330,2022.0,True,in_reference
届,1,605,273,2022.0,True,in_reference
艺术,1,603,106,2022.0,True,in_reference
总书记,1,601,105,2022.0,True,in_reference
水平,1,600,237,2022.0,True,in_reference
开始,1,599,296,2022.0,True,in_reference
重点,1,599,228,2022.0,True,in_reference
你,1,599,151,2022.0,True,in_reference
据,1,597,330,2022.0,True,in_reference
完成,1,593,277,2022.0,True,in_reference
部门,1,593,235,2022.0,True,in_reference
提高,1,592,227,2022.0,True,in_reference
人类,1,592,155,2022.0,True,in_reference
重大,1,591,232,2022.0,True,in_reference
机构,1,588,228,2022.0,True,in_reference
们,1,585,222,2022.0,True,in_reference
小,1,584,255,2022.0,True,in_reference
较,1,583,265,2022.0,True,in_reference
因为,1,583,217,2022.0,True,in_reference
资源,1,583,215,2022.0,True,in_reference
书记,1,582,153,2022.0,True,in_reference
建立,1,581,245,2022.0,True,in_reference
目标,1,581,237,2022.0,True,in_reference
构建,1,581,197,2022.0,True,in_reference
人工智能,1,581,97,2022.0,True,in_reference
澎湃,1,580,199,2022.0,True,in_reference
银行,1,577,110,2022.0,True,in_reference
共,1,576,280,2022.0,True,in_reference
希望,1,574,268,2022.0,True,in_reference
号,1,571,154,2022.0,True,in_reference
因,1,570,261,2022.0,True,in_reference
发现,1,570,242,2022.0,True,in_reference
计划,1,570,203,2022.0,True,in_reference
关于,1,569,270,2022.0,True,in_reference
天,1,569,255,2022.0,True,in_reference
解决,1,568,270,2022.0,True,in_reference
加快,1,567,163,2022.0,True,in_reference
群众,1,565,130,2022.0,True,in_reference
农业,1,565,101,2022.0,True,in_reference
近,1,563,297,2022.0,True,in_reference
项,1,561,259,2022.0,True,in_reference
继续,1,560,298,2022.0,True,in_reference
应,1,559,280,2022.0,True,in_reference
形成,1,558,256,2022.0,True,in_reference
传统,1,553,241,2022.0,True,in_reference
同比,1,552,142,2022.0,True,in_reference
想,1,550,222,2022.0,True,in_reference
代表,1,547,264,2022.0,True,in_reference
乡村,1,543,75,2022.0,True,in_reference
占,1,542,241,2022.0,True,in_reference
系统,1,542,228,2022.0,True,in_reference
特别,1,540,260,2022.0,True,in_reference
辆,1,540,76,2022.0,True,in_reference
作品,1,538,101,2022.0,True,in_reference
卫生,1,534,80,2022.0,True,in_reference
责任,1,533,218,2022.0,True,in_reference
力量,1,531,215,2022.0,True,in_reference
进入,1,530,280,2022.0,True,in_reference
超过,1,530,278,2022.0,True,in_reference
指出,1,528,252,2022.0,True,in_reference
对于,1,527,287,2022.0,True,in_reference
特色,1,526,189,2022.0,True,in_reference
行动,1,524,210,2022.0,True,in_reference
其他,1,521,262,2022.0,True,in_reference
才,1,521,241,2022.0,True,in_reference
非常,1,521,204,2022.0,True,in_reference
消费,1,521,157,2022.0,True,in_reference
促进,1,516,234,2022.0,True,in_reference
开放,1,515,185,2022.0,True,in_reference
系列,1,514,261,2022.0,True,in_reference
交流,1,514,190,2022.0,True,in_reference
国内,1,512,212,2022.0,True,in_reference
如果,1,512,207,2022.0,True,in_reference
存在,1,511,235,2022.0,True,in_reference
标准,1,511,195,2022.0,True,in_reference
曾,1,507,265,2022.0,True,in_reference
它,1,507,189,2022.0,True,in_reference
具有,1,505,249,2022.0,True,in_reference
美,1,505,154,2022.0,True,in_reference
作用,1,502,247,2022.0,True,in_reference
现在,1,501,203,2022.0,True,in_reference
原,1,499,265,2022.0,True,in_reference
有关,1,497,222,2022.0,True,in_reference
空间,1,497,202,2022.0,True,in_reference
思想,1,496,129,2022.0,True,in_reference
基本,1,495,178,2022.0,True,in_reference
报告,1,490,176,2022.0,True,in_reference
强调,1,489,199,2022.0,True,in_reference
现代化,1,489,133,2022.0,True,in_reference
增加,1,488,201,2022.0,True,in_reference
获得,1,487,264,2022.0,True,in_reference
取得,1,485,237,2022.0,True,in_reference
需求,1,483,221,2022.0,True,in_reference
健康,1,483,179,2022.0,True,in_reference
称,1,481,218,2022.0,True,in_reference
落实,1,478,160,2022.0,True,in_reference
线,1,476,175,2022.0,True,in_reference
成,1,475,251,2022.0,True,in_reference
均,1,472,265,2022.0,True,in_reference
期间,1,472,259,2022.0,True,in_reference
深入,1,472,217,2022.0,True,in_reference
介绍,1,471,259,2022.0,True,in_reference
有限公司,1,468,173,2022.0,True,in_reference
委员会,1,468,168,2022.0,True,in_reference
社会主义,1,468,83,2022.0,True,in_reference
发挥,1,465,206,2022.0,True,in_reference
关注,1,464,254,2022.0,True,in_reference
内容,1,464,182,2022.0,True,in_reference
电,1,462,391,2022.0,True,in_reference
还是,1,460,242,2022.0,True,in_reference
规划,1,460,153,2022.0,True,in_reference
成果,1,459,194,2022.0,True,in_reference
任务,1,459,167,2022.0,True,in_reference
根据,1,458,277,2022.0,True,in_reference
医疗,1,456,93,2022.0,True,in_reference
出现,1,455,245,2022.0,True,in_reference
法国,1,455,103,2022.0,True,in_reference
论坛,1,453,147,2022.0,True,in_reference
领导,1,452,150,2022.0,True,in_reference
发生,1,451,210,2022.0,True,in_reference
大会,1,451,125,2022.0,True,in_reference
变化,1,450,214,2022.0,True,in_reference
规模,1,450,205,2022.0,True,in_reference
保持,1,449,218,2022.0,True,in_reference
工程,1,449,159,2022.0,True,in_reference
公共,1,448,130,2022.0,True,in_reference
文明,1,448,102,2022.0,True,in_reference
成立,1,447,250,2022.0,True,in_reference
约,1,447,227,2022.0,True,in_reference
绿色,1,446,126,2022.0,True,in_reference
必须,1,445,208,2022.0,True,in_reference
稳定,1,444,219,2022.0,True,in_reference
达,1,443,236,2022.0,True,in_reference
联合,1,439,215,2022.0,True,in_reference
措施,1,439,185,2022.0,True,in_reference
规定,1,439,167,2022.0,True,in_reference
部分,1,438,248,2022.0,True,in_reference
优势,1,438,205,2022.0,True,in_reference
关键,1,436,246,2022.0,True,in_reference
资金,1,435,149,2022.0,True,in_reference
哪,1,435,141,2022.0,True,in_reference
举行,1,434,251,2022.0,True,in_reference
几,1,433,235,2022.0,True,in_reference
参加,1,433,222,2022.0,True,in_reference
团队,1,432,162,2022.0,True,in_reference
当地,1,430,180,2022.0,True,in_reference
集中,1,430,149,2022.0,True,in_reference
选择,1,429,215,2022.0,True,in_reference
此,1,428,280,2022.0,True,in_reference
过程,1,428,233,2022.0,True,in_reference
能够,1,427,220,2022.0,True,in_reference
过去,1,427,219,2022.0,True,in_reference
余,1,427,214,2022.0,True,in_reference
学习,1,427,161,2022.0,True,in_reference
现场,1,425,187,2022.0,True,in_reference
党员,1,425,72,2022.0,True,in_reference
场,1,422,197,2022.0,True,in_reference
如何,1,421,221,2022.0,True,in_reference
仍,1,419,233,2022.0,True,in_reference
正在,1,416,250,2022.0,True,in_reference
月,1,416,212,2022.0,True,in_reference
达到,1,415,245,2022.0,True,in_reference
长期,1,415,227,2022.0,True,in_reference
利用,1,414,151,2022.0,True,in_reference
就业,1,414,97,2022.0,True,in_reference
这样,1,413,224,2022.0,True,in_reference
全,1,413,215,2022.0,True,in_reference
法律,1,413,147,2022.0,True,in_reference
干部,1,412,119,2022.0,True,in_reference
努力,1,411,234,2022.0,True,in_reference
成功,1,410,218,2022.0,True,in_reference
人才,1,409,106,2022.0,True,in_reference
挑战,1,408,208,2022.0,True,in_reference
事业,1,408,159,2022.0,True,in_reference
批,1,407,184,2022.0,True,in_reference
游客,1,406,71,2022.0,True,in_reference
电子,1,405,70,2022.0,True,in_reference
媒体,1,403,207,2022.0,True,in_reference
强,1,402,220,2022.0,True,in_reference
受,1,399,237,2022.0,True,in_reference
有效,1,398,193,2022.0,True,in_reference
却,1,398,191,2022.0,True,in_reference
研发,1,398,122,2022.0,True,in_reference
之后,1,397,196,2022.0,True,in_reference
方案,1,396,171,2022.0,True,in_reference
欧洲,1,396,109,2022.0,True,in_reference
以上,1,395,201,2022.0,True,in_reference
调查,1,395,131,2022.0,True,in_reference
路,1,394,154,2022.0,True,in_reference
设施,1,391,153,2022.0,True,in_reference
正式,1,389,214,2022.0,True,in_reference
车,1,389,107,2022.0,True,in_reference
学校,1,389,102,2022.0,True,in_reference
一定,1,387,214,2022.0,True,in_reference
数字,1,387,142,2022.0,True,in_reference
监督,1,387,116,2022.0,True,in_reference
旅游,1,387,93,2022.0,True,in_reference
主题,1,384,193,2022.0,True,in_reference
实践,1,383,186,2022.0,True,in_reference
模式,1,383,185,2022.0,True,in_reference
决定,1,380,218,2022.0,True,in_reference
深化,1,379,163,2022.0,True,in_reference
指数,1,379,42,2022.0,True,in_reference
每,1,378,202,2022.0,True,in_reference
单位,1,378,152,2022.0,True,in_reference
总,1,377,202,2022.0,True,in_reference
业务,1,377,136,2022.0,True,in_reference
设计,1,376,195,2022.0,True,in_reference
甚至,1,376,179,2022.0,True,in_reference
进,1,375,200,2022.0,True,in_reference
打造,1,375,196,2022.0,True,in_reference
任,1,375,132,2022.0,True,in_reference
探索,1,374,186,2022.0,True,in_reference
推出,1,373,205,2022.0,True,in_reference
格,1,373,111,2022.0,True,in_reference
品种,1,373,24,2022.0,True,in_reference
之间,1,372,211,2022.0,True,in_reference
增强,1,372,154,2022.0,True,in_reference
行政,1,371,112,2022.0,True,in_reference
长,1,370,204,2022.0,True,in_reference
本,1,369,198,2022.0,True,in_reference
阿,1,369,141,2022.0,True,in_reference
社区,1,369,109,2022.0,True,in_reference
健全,1,369,76,2022.0,True,in_reference
执行,1,368,160,2022.0,True,in_reference
青年,1,368,102,2022.0,True,in_reference
一路,1,367,133,2022.0,True,in_reference
如,1,366,205,2022.0,True,in_reference
充分,1,363,199,2022.0,True,in_reference
摄,1,363,94,2022.0,True,in_reference
使用,1,362,179,2022.0,True,in_reference
收入,1,362,146,2022.0,True,in_reference
故事,1,361,136,2022.0,True,in_reference
书,1,361,56,2022.0,True,in_reference
截至,1,359,194,2022.0,True,in_reference
主任,1,359,188,2022.0,True,in_reference
办,1,359,129,2022.0,True,in_reference
报道,1,358,181,2022.0,True,in_reference
当,1,357,201,2022.0,True,in_reference
应用,1,357,137,2022.0,True,in_reference
所有,1,355,201,2022.0,True,in_reference
岁,1,355,167,2022.0,True,in_reference
专,1,355,166,2022.0,True,in_reference
总统,1,354,102,2022.0,True,in_reference
分别,1,353,219,2022.0,True,in_reference
行为,1,353,152,2022.0,True,in_reference
股,1,353,92,2022.0,True,in_reference
突破,1,352,205,2022.0,True,in_reference
区域,1,352,153,2022.0,True,in_reference
始终,1,351,162,2022.0,True,in_reference
结合,1,349,168,2022.0,True,in_reference
综合,1,348,177,2022.0,True,in_reference
理念,1,348,157,2022.0,True,in_reference
直接,1,347,210,2022.0,True,in_reference
之一,1,346,240,2022.0,True,in_reference
接受,1,346,198,2022.0,True,in_reference
导致,1,346,176,2022.0,True,in_reference
像,1,345,165,2022.0,True,in_reference
伟大,1,345,93,2022.0,True,in_reference
阶段,1,344,178,2022.0,True,in_reference
美元,1,343,107,2022.0,True,in_reference
值,1,342,181,2022.0,True,in_reference
融合,1,340,155,2022.0,True,in_reference
监管,1,339,122,2022.0,True,in_reference
人口,1,339,99,2022.0,True,in_reference
明确,1,337,175,2022.0,True,in_reference
鸡,1,337,10,2022.0,True,in_reference
方向,1,336,198,2022.0,True,in_reference
互联网,1,336,86,2022.0,True,in_reference
当时,1,335,151,2022.0,True,in_reference
智能,1,335,105,2022.0,True,in_reference
强化,1,334,118,2022.0,True,in_reference
开发,1,333,158,2022.0,True,in_reference
坚定,1,333,143,2022.0,True,in_reference
既,1,332,197,2022.0,True,in_reference
点,1,332,186,2022.0,True,in_reference
分析,1,332,182,2022.0,True,in_reference
下降,1,330,128,2022.0,True,in_reference
升级,1,329,153,2022.0,True,in_reference
类,1,328,148,2022.0,True,in_reference
销售,1,327,122,2022.0,True,in_reference
个人,1,325,154,2022.0,True,in_reference
维护,1,325,141,2022.0,True,in_reference
利益,1,325,140,2022.0,True,in_reference
除,1,324,211,2022.0,True,in_reference
专业,1,324,169,2022.0,True,in_reference
双方,1,324,134,2022.0,True,in_reference
面临,1,322,185,2022.0,True,in_reference
去年,1,321,191,2022.0,True,in_reference
虽然,1,319,174,2022.0,True,in_reference
居民,1,319,111,2022.0,True,in_reference
结构,1,318,157,2022.0,True,in_reference
资产,1,318,97,2022.0,True,in_reference
公开,1,316,162,2022.0,True,in_reference
团结,1,316,90,2022.0,True,in_reference
否,1,315,179,2022.0,True,in_reference
最终,1,314,200,2022.0,True,in_reference
变,1,314,150,2022.0,True,in_reference
因此,1,313,175,2022.0,True,in_reference
无,1,313,172,2022.0,True,in_reference
分,1,313,135,2022.0,True,in_reference
赢,1,313,115,2022.0,True,in_reference
低,1,312,171,2022.0,True,in_reference
布局,1,312,128,2022.0,True,in_reference
还有,1,311,214,2022.0,True,in_reference
面对,1,311,170,2022.0,True,in_reference
省,1,311,97,2022.0,True,in_reference
武汉,1,311,39,2022.0,True,in_reference
随着,1,309,196,2022.0,True,in_reference
难,1,309,186,2022.0,True,in_reference
交通,1,309,116,2022.0,True,in_reference
一直,1,308,202,2022.0,True,in_reference
明显,1,308,172,2022.0,True,in_reference
扩大,1,308,165,2022.0,True,in_reference
一带,1,308,95,2022.0,True,in_reference
意见,1,307,138,2022.0,True,in_reference
市,1,307,96,2022.0,True,in_reference
耕地,1,307,19,2022.0,True,in_reference
使,1,306,180,2022.0,True,in_reference
无法,1,306,144,2022.0,True,in_reference
优化,1,306,129,2022.0,True,in_reference
学生,1,306,99,2022.0,True,in_reference
高度,1,305,178,2022.0,True,in_reference
经,1,305,148,2022.0,True,in_reference
土地,1,304,75,2022.0,True,in_reference
分享,1,303,210,2022.0,True,in_reference
调整,1,303,160,2022.0,True,in_reference
创造,1,302,187,2022.0,True,in_reference
严重,1,302,166,2022.0,True,in_reference
实际,1,301,176,2022.0,True,in_reference
相,1,298,180,2022.0,True,in_reference
鼓励,1,298,121,2022.0,True,in_reference
款,1,298,109,2022.0,True,in_reference
少,1,297,193,2022.0,True,in_reference
贡献,1,297,172,2022.0,True,in_reference
原因,1,297,165,2022.0,True,in_reference
件,1,297,135,2022.0,True,in_reference
现代,1,296,99,2022.0,True,in_reference
全年,1,296,92,2022.0,True,in_reference
打,1,295,158,2022.0,True,in_reference
宣布,1,295,153,2022.0,True,in_reference
累计,1,295,143,2022.0,True,in_reference
开,1,294,155,2022.0,True,in_reference
数量,1,294,142,2022.0,True,in_reference
协调,1,294,117,2022.0,True,in_reference
解,1,293,190,2022.0,True,in_reference
按照,1,292,175,2022.0,True,in_reference
经营,1,292,127,2022.0,True,in_reference
超,1,291,148,2022.0,True,in_reference
事,1,291,145,2022.0,True,in_reference
没,1,291,138,2022.0,True,in_reference
民族,1,291,111,2022.0,True,in_reference
依法,1,291,94,2022.0,True,in_reference
医院,1,291,53,2022.0,True,in_reference
商业,1,290,149,2022.0,True,in_reference
时候,1,290,148,2022.0,True,in_reference
竞争,1,290,139,2022.0,True,in_reference
共同体,1,290,81,2022.0,True,in_reference
新型,1,289,95,2022.0,True,in_reference
表现,1,288,157,2022.0,True,in_reference
条件,1,288,147,2022.0,True,in_reference
国务院,1,288,108,2022.0,True,in_reference
振兴,1,288,65,2022.0,True,in_reference
罗,1,287,120,2022.0,True,in_reference
一起,1,286,183,2022.0,True,in_reference
命运,1,286,97,2022.0,True,in_reference
自然,1,285,131,2022.0,True,in_reference
加大,1,285,113,2022.0,True,in_reference
伙伴,1,285,106,2022.0,True,in_reference
和平,1,285,101,2022.0,True,in_reference
上市,1,285,85,2022.0,True,in_reference
机器人,1,285,50,2022.0,True,in_reference
宇宙,1,285,30,2022.0,True,in_reference
意义,1,284,173,2022.0,True,in_reference
人们,1,284,149,2022.0,True,in_reference
现实,1,284,131,2022.0,True,in_reference
主体,1,284,108,2022.0,True,in_reference
展示,1,283,169,2022.0,True,in_reference
处理,1,283,166,2022.0,True,in_reference
此次,1,282,166,2022.0,True,in_reference
确保,1,282,126,2022.0,True,in_reference
共产党,1,282,100,2022.0,True,in_reference
哈,1,281,83,2022.0,True,in_reference
召开,1,280,126,2022.0,True,in_reference
改善,1,280,126,2022.0,True,in_reference
力度,1,279,121,2022.0,True,in_reference
统一,1,279,118,2022.0,True,in_reference
党委,1,279,101,2022.0,True,in_reference
成本,1,278,147,2022.0,True,in_reference
日本,1,278,88,2022.0,True,in_reference
欧,1,277,64,2022.0,True,in_reference
得到,1,276,199,2022.0,True,in_reference
此前,1,276,192,2022.0,True,in_reference
大众,1,276,73,2022.0,True,in_reference
份,1,275,162,2022.0,True,in_reference
任何,1,275,144,2022.0,True,in_reference
当前,1,274,169,2022.0,True,in_reference
深刻,1,274,162,2022.0,True,in_reference
就是,1,273,166,2022.0,True,in_reference
范围,1,273,162,2022.0,True,in_reference
减少,1,273,131,2022.0,True,in_reference
此外,1,272,207,2022.0,True,in_reference
担任,1,270,138,2022.0,True,in_reference
具体,1,269,174,2022.0,True,in_reference
道路,1,269,135,2022.0,True,in_reference
指导,1,269,130,2022.0,True,in_reference
保险,1,269,64,2022.0,True,in_reference
拥有,1,268,175,2022.0,True,in_reference
如今,1,268,169,2022.0,True,in_reference
贯彻,1,267,102,2022.0,True,in_reference
电影,1,267,48,2022.0,True,in_reference
场景,1,266,139,2022.0,True,in_reference
英国,1,266,92,2022.0,True,in_reference
基层,1,266,64,2022.0,True,in_reference
