term,n,freq,doc_freq,PMI,LRent,in_reference,status
技术 服务业 企业 数量,4,6,2,15.254,9.493,False,new
社会 发展 计划 草案,4,6,4,15.252,7.662,False,new
获得感 幸福感 安全感 党,4,5,5,15.195,3.21,False,new
罕见 史 所 罕见,4,5,5,15.195,4.971,False,new
話題 交換 了 看法,4,5,5,15.195,3.456,False,new
重要 农产品 生产 保护区,4,5,4,15.194,5.503,False,new
本文 亦 有 贡献,4,5,5,15.193,7.976,False,new
欧 亚 经济 联盟,4,5,3,15.192,6.074,False,new
生态 环境 是 宝贵,4,6,6,15.142,7.704,False,new
参与 集中 的 经营者,4,8,6,15.133,6.478,False,new
小 城镇 协调 发展,4,5,5,15.109,10.58,False,new
重点 项目 建设 现场,4,6,6,15.093,9.662,False,new
农村 生态 环境 保护,4,6,3,15.087,9.449,False,new
绿色 经济 数字 经济,4,6,6,15.049,9.74,False,new
第13 期 求是 杂志,4,4,4,15.013,4.17,False,new
马克思主义 执政党 建设 规律,4,4,4,15.013,6.679,False,new
机遇 面前 主动 出击,4,4,4,15.013,4.807,False,new
路 安危 共 担,4,4,4,15.013,4.443,False,new
干涉 行径 维护 成员国,4,4,4,15.013,5.902,False,new
塔吉克斯坦 水泥 依赖 进口,4,4,4,15.013,6.876,False,new
正确 方向 迈进 树立,4,4,4,15.013,6.41,False,new
外交 优先 方向 2013年,4,4,4,15.013,7.226,False,new
世界 多极化 普惠 包容,4,4,4,15.013,7.929,False,new
马克思主义 中国化 时代化 新,4,4,4,15.013,7.828,False,new
居住 条件 更 优美,4,4,4,15.013,4.885,False,new
情况 政策 组合 拳,4,4,4,15.013,5.318,False,new
处 罚金 人民币 元,4,4,3,15.013,8.674,False,new
廖凤 连—— 通过 自身,4,4,4,15.013,3.741,False,new
挑战 他们 详细 阐述,4,4,4,15.013,6.416,False,new
种间 关系 邹磊 自己,4,4,4,15.013,3.834,False,new
脐橙 和 各种 水果,4,4,4,15.013,3.542,False,new
照片 本书 共 介绍,4,4,4,15.013,7.627,False,new
供需 关系 甚至 战乱,4,4,4,15.013,4.637,False,new
每 篇 章中 都,4,4,4,15.013,9.275,False,new
单一性 这 次 读书会,4,4,4,15.013,2.222,False,new
定义 如下 用于 食物,4,4,4,15.013,5.774,False,new
栽培 品种 或 动物,4,4,4,15.013,5.226,False,new
品种 很快 占领 全球,4,4,4,15.013,8.994,False,new
超市 货架 消失 中,4,4,4,15.013,8.61,False,new
柑橘 小麦 猪 鸡,4,4,4,15.013,3.655,False,new
种 植物 水稻 小麦,4,4,4,15.013,6.481,False,new
全人类 社区 总 能量,4,4,4,15.013,6.579,False,new
质地 并 提高 产量,4,4,4,15.013,3.942,False,new
真菌 病害 包括 TR4,4,4,4,15.013,2.431,False,new
大麦克无力 招架 难以 控制,4,4,4,15.013,4.198,False,new
名 为 爱尔兰 脚夫,4,4,4,15.013,4.618,False,new
题目 叫做 消失 中,4,4,4,15.013,7.344,False,new
1980年 连 山 乌鸡,4,4,4,15.013,3.958,False,new
声誉 目前 这个 鸡种,4,4,4,15.013,3.154,False,new
哲宗 皇帝 因此 获得,4,4,4,15.013,4.497,False,new
白科尼 什鸡 和 美国,4,4,4,15.013,5.448,False,new
白羽 肉鸡 影响 地球,4,4,4,15.013,5.729,False,new
发育 也 极 差,4,4,4,15.013,4.324,False,new
丛林鸡 说 起 达尔文,4,4,4,15.013,2.043,False,new
灰原鸡 基因 渗入 形成,4,4,4,15.013,4.47,False,new
新平县 2020年 王明山 团队,4,4,4,15.013,5.847,False,new
细胞研究 杂志 上 发表,4,4,4,15.013,3.238,False,new
红原鸡 靠近 人类 因此,4,4,4,15.013,7.477,False,new
大爷 告诉 我 红原鸡,4,4,4,15.013,3.305,False,new
红原 鸡 脖子 上,4,4,4,15.013,6.768,False,new
小 羽毛 这种 现象,4,4,4,15.013,8.746,False,new
连山 乌鸡 非常 相似,4,4,4,15.013,2.089,False,new
甘肃 临夏 图 中,4,4,4,15.013,8.743,False,new
高 脚鸡 矮 脚鸡,4,4,4,15.013,6.017,False,new
种 被 称为 竹丝鸡,4,4,4,15.013,3.961,False,new
小凉山 彝区 鸡 因为,4,4,4,15.013,7.189,False,new
具有 驱逐 妖 魔,4,4,4,15.013,6.367,False,new
鹰氏族 其后 又 分,4,4,4,15.013,4.231,False,new
鸭氏族 然后 又 分,4,4,4,15.013,4.231,False,new
孔雀族 然后 又 分,4,4,4,15.013,4.231,False,new
你 驱逐 妖魔 求,4,4,4,15.013,7.926,False,new
你 驱逐 妖魔鬼怪求 你,4,4,4,15.013,9.594,False,new
祭祖 祭 神求 你,4,4,4,15.013,4.603,False,new
气候 非常 寒冷 当地,4,4,4,15.013,7.689,False,new
整个 收购链 已经 断,4,4,4,15.013,8.727,False,new
它 是 源自红 原鸡,4,4,4,15.013,5.019,False,new
保护色 这种 羽毛 特征,4,4,4,15.013,3.515,False,new
元阳县 的 大坪村 拍摄,4,4,4,15.013,3.407,False,new
习惯法 专门 保护 自己,4,4,4,15.013,3.834,False,new
引种 费用 工业化 品种,4,4,4,15.013,4.611,False,new
纠缠 从 红原 鸡,4,4,4,15.013,5.074,False,new
文件 材料 真实性 完整性,4,4,4,15.013,5.375,False,new
挂网 价 一直 维持,4,4,4,15.013,4.804,False,new
山东 华泰 制药 股份,4,4,4,15.013,6.405,False,new
解除 原料药 代理 协议,4,4,4,15.013,7.831,False,new
焦点 是 离职 赔偿金,4,4,4,15.013,3.612,False,new
系列 招聘 程序 入职,4,4,4,15.013,5.947,False,new
国内 顶级 名校 博士,4,4,4,15.013,7.931,False,new
投资 球队 换取 土地,4,4,2,15.013,9.046,False,new
成人 慢性 淋巴细胞 白血病,4,4,2,15.013,2.831,False,new
侏 罗 纪世界 重生,4,4,2,15.013,2.023,False,new
人 另案 处理 共谋,4,4,4,15.013,6.433,False,new
案例 分析 情景 再现,4,4,4,15.013,4.814,False,new
个人 抢渡 长江 挑战赛,4,4,2,15.013,5.957,False,new
日本 法西斯 对 南海诸岛,4,4,4,15.013,6.384,False,new
理念 深入人心 发展 前景,4,4,4,15.012,6.547,False,new
行动 诠释 命运 共同体,4,4,4,15.012,8.251,False,new
塔吉克斯坦 关系 具有 深厚,4,4,4,15.012,4.801,False,new
生态 友好 型 银行,4,4,2,15.012,10.379,False,new
7月 2日 由 食通社,4,4,4,15.012,6.125,False,new
博士生 邹磊 他 曾,4,4,4,15.012,5.841,False,new
叙述 虽然 我 出生,4,4,4,15.012,4.026,False,new
成 了 水果单 种植,4,4,4,15.012,7.978,False,new
传染性 非常 强 可以,4,4,4,15.012,6.596,False,new
免疫 系统 无法 应,4,4,4,15.012,6.616,False,new
简单 回顾 第二 部分,4,4,4,15.012,8.839,False,new
野外 环境 中 觅食,4,4,4,15.012,2.499,False,new
遗传 基因 就 逐渐,4,4,4,15.012,6.434,False,new
非 生命体 来 源,4,4,4,15.012,7.539,False,new
谱牒 描述 了 鸡,4,4,4,15.012,3.655,False,new
词汇 来 描述 鸡,4,4,4,15.012,4.744,False,new
各种 行为 例如 仪式,4,4,4,15.012,7.069,False,new
黑红色 类型 的 肉鸡,4,4,4,15.012,2.694,False,new
压力 作为 野生 动物,4,4,4,15.012,7.455,False,new
中金 房地产 公司 签订,4,4,2,15.012,6.134,False,new
经营者 集中 申报 标准,4,4,4,15.012,6.853,False,new
共同 困境 大同 大学,4,4,4,15.012,9.908,False,new
一个 硕士 毕业生 毕业,4,4,4,15.012,7.504,False,new
智能 温室 里 培育,4,4,2,15.012,8.897,False,new
虚假 充值 的 账户,4,4,4,15.012,6.007,False,new
第一 人 新书 发布会,4,4,2,15.012,8.27,False,new
现实 国际 学术 研讨会,4,4,4,15.012,6.939,False,new
必然 选择 保险 机构,4,4,4,15.011,7.982,False,new
推移 而 发生 变化,4,4,4,15.011,5.245,False,new
研究 表明 现在 分布,4,4,4,15.011,7.4,False,new
品种 又 逐渐 回到,4,4,4,15.011,7.317,False,new
养殖 管理 成长 速度,4,4,4,15.011,6.864,False,new
土鸡 养殖 也 出现,4,4,4,15.011,5.15,False,new
谚语 鸡 还 影响,4,4,4,15.011,6.518,False,new
谁 错 了 值得一提,4,4,4,15.011,3.825,False,new
这 条 替代 走廊,4,4,4,15.01,9.386,False,new
国际 公共 产品 首倡,4,4,4,15.01,5.359,False,new
发展 前景 广阔 哈萨克斯坦,4,4,4,15.01,8.68,False,new
会 增强 2024年 宏观调控,4,4,4,15.01,6.725,False,new
故事 比如 野生 种,4,4,4,15.01,8.646,False,new
如果 是 人工 选育,4,4,4,15.01,6.914,False,new
种 食物 当地人 会,4,4,4,15.01,9.397,False,new
种 生物 共同 起源,4,4,4,15.01,6.251,False,new
做 田野 调查 时,4,4,4,15.01,11.005,False,new
2006年 7月 1日 发布,4,4,4,15.01,6.651,False,new
盐酸罂粟碱 原料药 产品 主要,4,4,4,15.01,7.088,False,new
校方 开始 了 漫长,4,4,4,15.01,3.543,False,new
南海诸岛 的 非法 侵占,4,4,4,15.01,3.316,False,new
余 名 嘉宾 出席,4,4,3,15.009,8.411,False,new
香港 疫情 仍然 波动,4,4,4,15.009,8.146,False,new
人类 社区 总 能量,4,4,4,15.009,7.967,False,new
发现 2013年 传 到,4,4,4,15.008,11.239,False,new
韩国 国 家 遗产部,4,4,4,15.008,3.595,False,new
只 母鸡 的 尸体,4,4,4,15.008,6.083,False,new
鸡 的 谱牒 描述,4,4,4,15.008,5.851,False,new
来 又 走向 何方,4,4,4,15.008,6.862,False,new
裁决 显然 是 违反,4,4,4,15.008,5.823,False,new
鸡 消失 后 本地,4,4,4,15.007,6.912,False,new
材料 新闻 媒体 此前,4,4,4,15.007,8.197,False,new
产品 全 生命 周期,4,4,3,15.006,8.972,False,new
官方 介绍 非常 正式,4,4,4,15.006,8.108,False,new
果树 都 是 野生,4,4,4,15.005,2.679,False,new
7月 26日 至 28日,4,4,4,15.005,8.279,False,new
起诉状 中 说 双方,4,4,4,15.005,4.169,False,new
中国 引进 并 驯化,4,4,4,15.004,7.588,False,new
2021年 12月 3日 发布,4,4,4,15.004,8.915,False,new
遗传学 等 方面 已经,4,4,4,15.004,4.916,False,new
市场 监管 总局 申请,4,4,4,15.004,9.678,False,new
国际 社会 中 树立,4,8,8,15.003,8.25,False,new
事业 编制 因 未,4,4,4,15.003,6.602,False,new
会 提高 后续 财政,4,4,4,15.002,8.118,False,new
种植 农业 系统 进一步,4,4,4,15.002,8.11,False,new
系列 重要 国际 条约,4,4,4,15.002,6.22,False,new
县城 为 重要 载体,4,4,4,15.001,6.679,False,new
物种 内 多样性 都,4,4,4,14.999,7.194,False,new
生物 层面 还 出现,4,4,4,14.999,8.335,False,new
一些 杂交 的 后代,4,4,4,14.997,6.359,False,new
最 小 干预 原,4,4,2,14.996,8.463,False,new
历史 主动 精神 巨大,4,4,4,14.994,7.839,False,new
故事 吧 我们 看到,4,4,4,14.994,7.599,False,new
分类 等 方面 今后,4,4,2,14.993,6.046,False,new
过程 中 红原鸡 逐渐,4,4,4,14.992,8.128,False,new
同 质化 不 仅,4,4,4,14.991,7.657,False,new
驯化 的 能够 确认,4,4,4,14.991,5.487,False,new
特殊性 体现 了 我们,4,4,4,14.99,5.847,False,new
规定 第三 条 规定,4,4,4,14.989,8.396,False,new
野生 动物 的 红原鸡,4,4,4,14.987,5.785,False,new
辛苦 都 是 值得,4,4,4,14.986,5.056,False,new
发展 滞后 一度 是,4,4,4,14.986,11.976,False,new
贾某青 的 劳动 关系,4,4,4,14.986,5.766,False,new
现在 起 中国 共产党,4,6,6,14.984,9.054,False,new
如果 是 单一化 品种,4,4,4,14.983,9.32,False,new
描述 为 种 自然,4,4,4,14.983,6.718,False,new
故事 基本上 是 这样,4,4,4,14.982,5.436,False,new
教师 和 校方 开始,4,4,4,14.98,9.476,False,new
直接 去 市场 购买,4,4,4,14.979,8.696,False,new
支持 乌兹别克斯坦 世界 经济,4,4,4,14.978,9.997,False,new
造成 政策 资金 资源,4,4,4,14.978,9.576,False,new
美食 记忆 都 来,4,4,4,14.977,8.778,False,new
打击 也 是 毁灭性,4,4,4,14.977,3.508,False,new
2017年 的 脚步 正,4,5,5,14.976,8.692,False,new
单一 以及 地方 文化,4,4,4,14.976,8.475,False,new
鸡 大 家 聚餐,4,4,4,14.972,4.454,False,new
认为 是 野生 动物,4,4,4,14.971,8.351,False,new
中方 通过 相互 合作,4,4,4,14.97,8.877,False,new
标杆 开辟 了 新,4,4,4,14.968,7.28,False,new
人类 一起 生活 开始,4,4,4,14.965,9.676,False,new
2025年 7月 13日 我,4,4,2,14.965,9.744,False,new
证 后 管理 工作,4,4,2,14.964,7.586,False,new
倡议 得到 了 成员国,4,4,4,14.96,6.108,False,new
动力 类型 的 乘用车,4,4,4,14.96,6.455,False,new
是 截至 2010年 约,4,4,4,14.957,9.785,False,new
这样 一个 问题 泰国,4,4,4,14.953,8.751,False,new
视角 看到 了 这样,4,4,4,14.953,5.13,False,new
国际 上 享有 一定,4,4,4,14.952,8.724,False,new
国际 和平 与 安全,4,9,3,14.945,10.388,False,new
各种 水果 的 故事,4,4,4,14.945,8.616,False,new
丰富 程度 和 多样性,4,4,4,14.942,7.589,False,new
两 个 概念 多样性,4,4,4,14.939,8.965,False,new
长期 从事 农村 发展,4,4,4,14.938,10.415,False,new
8月 1日 起 美国,4,4,2,14.934,9.451,False,new
党中央 的 核心 全党,4,6,5,14.925,5.436,False,new
为 了 满足 高产,4,4,4,14.917,7.723,False,new
鸡 为 例 一些,4,4,4,14.909,8.6,False,new
发展 有利于 促进 地区,4,4,4,14.908,10.049,False,new
首 页 有 这样,4,4,4,14.904,7.494,False,new
非 经济 政策 之间,4,4,4,14.9,7.037,False,new
未 来 之 盒,4,4,2,14.895,7.774,False,new
习近平 同志 为 总书记,4,5,5,14.892,8.375,False,new
品种 的 引进 它们,4,4,4,14.88,7.605,False,new
迎 来 更 广阔,4,4,4,14.879,5.872,False,new
生物 多样性 带 来,4,4,4,14.878,9.827,False,new
家 里 从 当地人,4,4,4,14.86,6.346,False,new
相互 合作 与 理解,4,4,4,14.854,8.374,False,new
2016年 到 2017年 期间,4,4,4,14.853,9.757,False,new
很 大 威胁 目前,4,4,4,14.852,10.198,False,new
全球 食物 的 单一化,4,4,4,14.834,7.017,False,new
新 的 标杆 开辟,4,4,4,14.799,8.036,False,new
宏伟 蓝图 吹 响,4,3,3,14.79,4.205,False,new
终身 课题 常修 常炼,4,3,3,14.79,2.922,False,new
名字 标注 着 共产党人,4,3,3,14.79,4.22,False,new
开 新篇 致 广大,4,3,3,14.79,7.376,False,new
殷殷 嘱托 蕴含 着,4,3,3,14.79,6.948,False,new
崇高 历史 使命 赋予,4,3,3,14.79,4.561,False,new
首要 任务 夏日 里,4,3,3,14.79,6.86,False,new
实绩 关键 在于 树立,4,3,3,14.79,3.687,False,new
恶果 当时 GDP 上去,4,3,3,14.79,2.329,False,new
灾害性 事件 埋 下,4,3,3,14.79,5.595,False,new
劲头 只有 这样 做,4,3,3,14.79,4.947,False,new
长期性 复杂性 艰巨性 严,4,3,3,14.79,2.026,False,new
中华民族 千秋 伟业 致力,4,3,3,14.79,3.314,False,new
清醒 和 谨慎 驰,4,3,3,14.79,2.392,False,new
重大 转折 正 处在,4,3,3,14.79,7.327,False,new
初步 核算数 增加 元,4,3,2,14.79,8.918,False,new
白某 犯 强奸罪 判处,4,3,3,14.79,4.466,False,new
原 退休 待遇 白某,4,3,3,14.79,7.695,False,new
城市 更新 激活 内需,4,3,3,14.79,7.664,False,new
非 简单 复制 棚改,4,3,3,14.79,5.62,False,new
有序 推行 现房 销售,4,3,3,14.79,8.65,False,new
都市 圈 分类 推进,4,3,3,14.79,8.297,False,new
样子 夺冠 之后 丁立人,4,3,3,14.79,4.367,False,new
像 机器 一样 精确,4,3,3,14.79,6.226,False,new
丁立人 聊 了 聊久,4,3,3,14.79,3.821,False,new
阵型 双方 同时 启动,4,3,3,14.79,4.209,False,new
马 轻快 跃 堵住,4,3,3,14.79,4.253,False,new
道路 敞开 自己 杀王,4,3,3,14.79,3.373,False,new
辛克菲尔德杯 决赛 加时赛 安排,4,3,3,14.79,5.073,False,new
局面 进行 人脑 难以企及,4,3,3,14.79,2.44,False,new
头脑 无法 详尽 计算,4,3,3,14.79,5.399,False,new
快棋 ches s com,4,3,3,14.79,2.65,False,new
丁立人 之间 决出 早,4,3,3,14.79,7.255,False,new
心 而是 升入 著名,4,3,3,14.79,5.165,False,new
自己 亲手 拆 穿,4,3,3,14.79,7.926,False,new
盒子 里 掏 出,4,3,3,14.79,5.66,False,new
命根子 耕地 保护 始终,4,3,3,14.79,3.952,False,new
原 农业部 测算 得出,4,3,3,14.79,7.276,False,new
耕地 需求 急 增,4,3,3,14.79,7.384,False,new
指导 意见 国发 号,4,3,3,14.79,9.185,False,new
地下水 漏斗区 重金属 污染区,4,3,3,14.79,2.525,False,new
长江 中下游 西南 华南,4,3,3,14.79,4.683,False,new
粮食 净 调入省 筹集,4,3,3,14.79,5.756,False,new
顶 奖 得主 今年,4,3,3,14.79,6.895,False,new
前列 产生 示范 效应,4,3,3,14.79,6.483,False,new
WAIC里 主题 街区 机器人,4,3,3,14.79,4.747,False,new
智慧 交通 WAIC UP,4,3,3,14.79,4.84,False,new
竞买 价 格 打,4,3,3,14.79,3.474,False,new
赔偿款 深港 综合体 项目,4,3,3,14.79,7.162,False,new
资源局 网站 2018年 11月,4,3,3,14.79,5.178,False,new
补偿 框架 协议 约定,4,3,3,14.79,5.924,False,new
赔偿 世茂 集团 显然,4,3,3,14.79,6.143,False,new
深圳市 盐田区 人民法院 已,4,3,3,14.79,8.069,False,new
应当 折 价 补偿,4,3,3,14.79,6.982,False,new
最大化 保障 各方 利益,4,3,3,14.79,6.425,False,new
雅安市 投资 促进局 下属,4,3,3,14.79,3.958,False,new
兴 绿 满 金生,4,3,3,14.79,2.609,False,new
浓缩 着 座 城,4,3,3,14.79,5.593,False,new
脚步 从 矿山 关停,4,3,3,14.79,3.204,False,new
肩膀 扛 起 绿色,4,3,3,14.79,5.062,False,new
系统性 变革 打通 绿水青山,4,3,3,14.79,4.246,False,new
绿水青山 通往 共同 富裕,4,3,3,14.79,5.673,False,new
太湖 新溇港 大溇村 麋鹿,4,3,3,14.79,2.441,False,new
妻子 焦虑不安 我 可爱,4,3,3,14.79,2.515,False,new
德国 莱茵兰 普法尔茨州 斯派尔市,4,3,3,14.79,4.24,False,new
旅 中 弗里德里希 遇到,4,3,3,14.79,4.513,False,new
改变 1918年 他 死,4,3,3,14.79,6.808,False,new
宾夕法尼亚州 西部 密歇根州 南部,4,3,3,14.79,3.129,False,new
方言 阿 米什人 去,4,3,3,14.79,6.131,False,new
出国权 此前 公民 需要,4,3,3,14.79,5.405,False,new
专业化 程度 移民 协会,4,3,3,14.79,6.905,False,new
普鲁士 容克 贵族 统治,4,3,3,14.79,4.197,False,new
条顿堡 森林 战役 中,4,3,3,14.79,5.933,False,new
极 具 德意志 特色,4,3,3,14.79,6.755,False,new
普鲁士 军官 的 纪念碑,4,3,3,14.79,3.558,False,new
德裔 议员 理查德 巴托尔德,4,3,3,14.79,3.0,False,new
是 阻止 法裔 群体,4,3,3,14.79,10.065,False,new
敏锐 和 谨慎 考量,4,3,3,14.79,5.077,False,new
委内瑞拉 秘鲁 巴西 尼加拉瓜,4,3,3,14.79,3.215,False,new
积极 形象 自 1830年,4,3,3,14.79,5.956,False,new
一个 漫长 而 渐进,4,3,3,14.79,4.919,False,new
卡普里维 被 哈里森 总统,4,3,3,14.79,4.264,False,new
太平洋 东亚 和 拉丁美洲,4,3,3,14.79,4.903,False,new
强行 抵抗 美国 法律,4,3,3,14.79,6.185,False,new
反德 宣传 海报 战,4,3,3,14.79,3.961,False,new
歌剧院 停止 演奏 贝多芬,4,3,3,14.79,2.271,False,new
渴望 是 穷困 潦倒者,4,3,3,14.79,2.01,False,new
向往 抑或 是 革命者,4,3,3,14.79,2.167,False,new
特朗 普们 所 坚持,4,3,3,14.79,8.791,False,new
涉嫌 故意 伤害 罪,4,3,2,14.79,6.309,False,new
行业 共生 共 荣,4,3,3,14.79,6.134,False,new
持有户 总数 为 户,4,3,3,14.79,4.046,False,new
利率 债 政金债 信用债,4,3,3,14.79,4.371,False,new
发展 历程 大约 始,4,3,3,14.79,6.55,False,new
前瞻 视角 和 长久,4,3,3,14.79,2.827,False,new
久期 微调 券种 优选,4,3,3,14.79,3.391,False,new
一举 超过 机构 投资者,4,3,3,14.79,5.985,False,new
长久 期 产品 过渡,4,3,3,14.79,4.085,False,new
基金 经理 洪志 管理,4,3,3,14.79,9.009,False,new
央企 信用债 指数 基金,4,3,3,14.79,6.643,False,new
利率 债 信用债 政金债,4,3,3,14.79,4.276,False,new
粗放 向 精细化 运营,4,3,3,14.79,4.804,False,new
教育部 列入 取缔 名单,4,3,3,14.79,6.742,False,new
数千 名 渡江 爱好者,4,3,3,14.79,4.96,False,new
第七 支 队伍 下水,4,3,3,14.79,5.868,False,new
来 来 之即战 战之即胜,4,3,3,14.79,4.817,False,new
普通 游泳 爱好者 组成,4,3,3,14.79,6.489,False,new
直播 全程 拍摄 面对,4,3,3,14.79,8.686,False,new
武昌 方队 总共 人,4,3,3,14.79,8.676,False,new
经验 传 给 新人,4,3,3,14.79,6.931,False,new
整齐 规范 守 纪律,4,3,3,14.79,5.62,False,new
游泳馆 偶然 见到 女孩,4,3,3,14.79,3.548,False,new
几 位 熟悉 水域,4,3,3,14.79,6.246,False,new
江城 镇 隔 江,4,3,3,14.79,3.37,False,new
那 一瞬 武汉 渡江节,4,3,3,14.79,8.21,False,new
上海市 科委 闵行区 政府,4,3,3,14.79,9.54,False,new
医疗 康养 教育 娱乐,4,3,3,14.79,7.98,False,new
重点 打造 产学研医 联动,4,3,3,14.79,8.297,False,new
可及性 和 有效性 伦理,4,3,3,14.79,3.965,False,new
视觉 修复 项目 签约,4,3,3,14.79,7.211,False,new
其他 贸易 壁垒 催生,4,3,3,14.79,6.273,False,new
贸易 伙伴 加征 关税,4,3,3,14.79,7.84,False,new
法官 任命 该 机构,4,3,3,14.79,7.753,False,new
收取 税收 关税 进口税,4,3,3,14.79,3.376,False,new
乌拉圭 回合 各项 协定,4,3,3,14.79,4.908,False,new
2005年 关于 退出 WTO,4,3,3,14.79,6.077,False,new
商业 圆桌会议 委托 进行,4,3,3,14.79,9.665,False,new
发现 对外贸易 撑 起,4,3,3,14.79,9.673,False,new
歧视 WTO 关于 非歧视,4,3,3,14.79,3.132,False,new
原 则 不再 适用,4,3,3,14.79,7.28,False,new
随着 上述 单边 措施,4,3,3,14.79,9.852,False,new
医疗 补助 计划 Medicaid,4,3,3,14.79,5.483,False,new
第一时间 分享 一切 请,4,3,3,14.79,7.27,False,new
真正 的 pure Alpha,4,3,3,14.79,5.704,False,new
smart Beta 此前 出台,4,3,3,14.79,4.573,False,new
7月 创下 净值 新高,4,3,3,14.79,8.611,False,new
均衡 以 2025Q2 披露,4,3,3,14.79,5.458,False,new
长期 具有 聪明 贝塔,4,3,3,14.79,5.71,False,new
风格 获取 超额 收益,4,3,3,14.79,7.807,False,new
煤炭 有色 和 化工,4,3,3,14.79,5.316,False,new
避险 属性 较 强,4,3,3,14.79,6.008,False,new
行业 配置 能力 高胜率,4,3,3,14.79,4.935,False,new
板块 表4 只 基金,4,3,3,14.79,8.15,False,new
超额 收益 通过 前面,4,3,3,14.79,4.698,False,new
政府 一贯 坚持 反腐倡廉,4,3,3,14.79,5.923,False,new
完善 共建 共治 共享,4,3,2,14.79,8.493,False,new
多 项 第一 此次,4,4,4,14.789,9.34,False,new
深化 内化 转化 工作,4,3,3,14.789,9.609,False,new
力 更加 凝聚 奋斗,4,3,3,14.789,5.243,False,new
规模 交易 资源 禀赋,4,3,3,14.789,6.81,False,new
市场 上去 做好 自身,4,3,3,14.789,9.228,False,new
