term,frequency,first_year,in_reference,status
占,542,2015.0,True,in_reference
系统,542,2015.0,True,in_reference
特别,540,2015.0,True,in_reference
辆,540,2015.0,True,in_reference
作品,538,2017.0,True,in_reference
卫生,534,2017.0,True,in_reference
责任,533,2015.0,True,in_reference
力量,531,2015.0,True,in_reference
超过,530,2015.0,True,in_reference
进入,530,2017.0,True,in_reference
指出,528,2015.0,True,in_reference
对于,527,2015.0,True,in_reference
特色,526,2015.0,True,in_reference
行动,524,2015.0,True,in_reference
其他,521,2015.0,True,in_reference
才,521,2015.0,True,in_reference
非常,521,2015.0,True,in_reference
消费,521,2017.0,True,in_reference
促进,516,2015.0,True,in_reference
开放,515,2015.0,True,in_reference
交流,514,2015.0,True,in_reference
系列,514,2015.0,True,in_reference
国内,512,2015.0,True,in_reference
如果,512,2015.0,True,in_reference
存在,511,2015.0,True,in_reference
标准,511,2015.0,True,in_reference
它,507,2015.0,True,in_reference
曾,507,2015.0,True,in_reference
具有,505,2015.0,True,in_reference
美,505,2015.0,True,in_reference
作用,502,2015.0,True,in_reference
现在,501,2015.0,True,in_reference
原,499,2015.0,True,in_reference
有关,497,2015.0,True,in_reference
空间,497,2015.0,True,in_reference
思想,496,2017.0,True,in_reference
基本,495,2015.0,True,in_reference
报告,490,2015.0,True,in_reference
强调,489,2015.0,True,in_reference
现代化,489,2015.0,True,in_reference
增加,488,2015.0,True,in_reference
获得,487,2015.0,True,in_reference
取得,485,2015.0,True,in_reference
健康,483,2015.0,True,in_reference
需求,483,2015.0,True,in_reference
称,481,2015.0,True,in_reference
落实,478,2015.0,True,in_reference
线,476,2017.0,True,in_reference
成,475,2015.0,True,in_reference
均,472,2015.0,True,in_reference
期间,472,2015.0,True,in_reference
深入,472,2015.0,True,in_reference
介绍,471,2015.0,True,in_reference
委员会,468,2015.0,True,in_reference
社会主义,468,2015.0,True,in_reference
有限公司,468,2019.0,True,in_reference
发挥,465,2015.0,True,in_reference
关注,464,2015.0,True,in_reference
内容,464,2015.0,True,in_reference
电,462,2015.0,True,in_reference
规划,460,2015.0,True,in_reference
还是,460,2015.0,True,in_reference
任务,459,2015.0,True,in_reference
成果,459,2015.0,True,in_reference
根据,458,2015.0,True,in_reference
医疗,456,2017.0,True,in_reference
出现,455,2015.0,True,in_reference
法国,455,2018.0,True,in_reference
论坛,453,2017.0,True,in_reference
领导,452,2015.0,True,in_reference
发生,451,2015.0,True,in_reference
大会,451,2015.0,True,in_reference
变化,450,2015.0,True,in_reference
规模,450,2015.0,True,in_reference
保持,449,2015.0,True,in_reference
工程,449,2015.0,True,in_reference
公共,448,2015.0,True,in_reference
文明,448,2015.0,True,in_reference
成立,447,2015.0,True,in_reference
约,447,2015.0,True,in_reference
绿色,446,2015.0,True,in_reference
必须,445,2015.0,True,in_reference
稳定,444,2015.0,True,in_reference
达,443,2015.0,True,in_reference
措施,439,2015.0,True,in_reference
联合,439,2015.0,True,in_reference
规定,439,2015.0,True,in_reference
优势,438,2015.0,True,in_reference
部分,438,2015.0,True,in_reference
关键,436,2015.0,True,in_reference
哪,435,2015.0,True,in_reference
资金,435,2015.0,True,in_reference
举行,434,2015.0,True,in_reference
几,433,2015.0,True,in_reference
参加,433,2015.0,True,in_reference
团队,432,2018.0,True,in_reference
当地,430,2015.0,True,in_reference
集中,430,2015.0,True,in_reference
选择,429,2015.0,True,in_reference
此,428,2015.0,True,in_reference
过程,428,2015.0,True,in_reference
余,427,2015.0,True,in_reference
学习,427,2015.0,True,in_reference
能够,427,2015.0,True,in_reference
过去,427,2015.0,True,in_reference
党员,425,2015.0,True,in_reference
现场,425,2015.0,True,in_reference
场,422,2015.0,True,in_reference
如何,421,2015.0,True,in_reference
仍,419,2015.0,True,in_reference
月,416,2015.0,True,in_reference
正在,416,2015.0,True,in_reference
达到,415,2015.0,True,in_reference
长期,415,2015.0,True,in_reference
利用,414,2015.0,True,in_reference
就业,414,2015.0,True,in_reference
全,413,2015.0,True,in_reference
法律,413,2015.0,True,in_reference
这样,413,2015.0,True,in_reference
干部,412,2015.0,True,in_reference
努力,411,2015.0,True,in_reference
成功,410,2017.0,True,in_reference
人才,409,2015.0,True,in_reference
事业,408,2015.0,True,in_reference
挑战,408,2015.0,True,in_reference
批,407,2015.0,True,in_reference
游客,406,2015.0,True,in_reference
电子,405,2017.0,True,in_reference
媒体,403,2015.0,True,in_reference
强,402,2015.0,True,in_reference
受,399,2015.0,True,in_reference
却,398,2015.0,True,in_reference
有效,398,2015.0,True,in_reference
研发,398,2018.0,True,in_reference
之后,397,2015.0,True,in_reference
方案,396,2015.0,True,in_reference
欧洲,396,2018.0,True,in_reference
以上,395,2015.0,True,in_reference
调查,395,2015.0,True,in_reference
路,394,2015.0,True,in_reference
设施,391,2015.0,True,in_reference
正式,389,2015.0,True,in_reference
车,389,2015.0,True,in_reference
学校,389,2017.0,True,in_reference
一定,387,2015.0,True,in_reference
旅游,387,2015.0,True,in_reference
监督,387,2015.0,True,in_reference
数字,387,2017.0,True,in_reference
主题,384,2018.0,True,in_reference
实践,383,2015.0,True,in_reference
模式,383,2015.0,True,in_reference
决定,380,2015.0,True,in_reference
指数,379,2015.0,True,in_reference
深化,379,2015.0,True,in_reference
单位,378,2015.0,True,in_reference
每,378,2015.0,True,in_reference
业务,377,2015.0,True,in_reference
总,377,2018.0,True,in_reference
甚至,376,2015.0,True,in_reference
设计,376,2015.0,True,in_reference
任,375,2015.0,True,in_reference
进,375,2015.0,True,in_reference
打造,375,2017.0,True,in_reference
探索,374,2015.0,True,in_reference
推出,373,2015.0,True,in_reference
格,373,2017.0,True,in_reference
品种,373,2018.0,True,in_reference
之间,372,2015.0,True,in_reference
增强,372,2015.0,True,in_reference
行政,371,2015.0,True,in_reference
长,370,2017.0,True,in_reference
健全,369,2015.0,True,in_reference
本,369,2015.0,True,in_reference
社区,369,2015.0,True,in_reference
阿,369,2015.0,True,in_reference
执行,368,2015.0,True,in_reference
青年,368,2015.0,True,in_reference
一路,367,2017.0,True,in_reference
如,366,2015.0,True,in_reference
充分,363,2015.0,True,in_reference
摄,363,2017.0,True,in_reference
使用,362,2015.0,True,in_reference
收入,362,2015.0,True,in_reference
故事,361,2015.0,True,in_reference
书,361,2017.0,True,in_reference
主任,359,2015.0,True,in_reference
办,359,2015.0,True,in_reference
截至,359,2015.0,True,in_reference
报道,358,2015.0,True,in_reference
应用,357,2015.0,True,in_reference
当,357,2015.0,True,in_reference
专,355,2015.0,True,in_reference
岁,355,2015.0,True,in_reference
所有,355,2015.0,True,in_reference
总统,354,2018.0,True,in_reference
分别,353,2015.0,True,in_reference
行为,353,2015.0,True,in_reference
股,353,2017.0,True,in_reference
区域,352,2015.0,True,in_reference
突破,352,2015.0,True,in_reference
始终,351,2015.0,True,in_reference
结合,349,2015.0,True,in_reference
理念,348,2015.0,True,in_reference
综合,348,2015.0,True,in_reference
直接,347,2015.0,True,in_reference
之一,346,2015.0,True,in_reference
导致,346,2015.0,True,in_reference
接受,346,2015.0,True,in_reference
伟大,345,2015.0,True,in_reference
像,345,2015.0,True,in_reference
阶段,344,2017.0,True,in_reference
美元,343,2017.0,True,in_reference
值,342,2018.0,True,in_reference
融合,340,2018.0,True,in_reference
人口,339,2015.0,True,in_reference
监管,339,2015.0,True,in_reference
明确,337,2015.0,True,in_reference
鸡,337,2020.0,True,in_reference
互联网,336,2017.0,True,in_reference
方向,336,2017.0,True,in_reference
当时,335,2015.0,True,in_reference
智能,335,2018.0,True,in_reference
强化,334,2015.0,True,in_reference
坚定,333,2015.0,True,in_reference
开发,333,2015.0,True,in_reference
分析,332,2015.0,True,in_reference
既,332,2015.0,True,in_reference
点,332,2015.0,True,in_reference
下降,330,2015.0,True,in_reference
升级,329,2015.0,True,in_reference
类,328,2015.0,True,in_reference
销售,327,2017.0,True,in_reference
个人,325,2015.0,True,in_reference
利益,325,2015.0,True,in_reference
维护,325,2015.0,True,in_reference
专业,324,2015.0,True,in_reference
双方,324,2015.0,True,in_reference
除,324,2015.0,True,in_reference
面临,322,2015.0,True,in_reference
去年,321,2015.0,True,in_reference
居民,319,2015.0,True,in_reference
虽然,319,2015.0,True,in_reference
结构,318,2015.0,True,in_reference
资产,318,2017.0,True,in_reference
公开,316,2015.0,True,in_reference
团结,316,2015.0,True,in_reference
否,315,2015.0,True,in_reference
变,314,2015.0,True,in_reference
最终,314,2015.0,True,in_reference
分,313,2015.0,True,in_reference
因此,313,2015.0,True,in_reference
无,313,2015.0,True,in_reference
赢,313,2015.0,True,in_reference
低,312,2015.0,True,in_reference
布局,312,2015.0,True,in_reference
省,311,2015.0,True,in_reference
还有,311,2015.0,True,in_reference
面对,311,2015.0,True,in_reference
武汉,311,2020.0,True,in_reference
交通,309,2015.0,True,in_reference
随着,309,2015.0,True,in_reference
难,309,2015.0,True,in_reference
一直,308,2015.0,True,in_reference
扩大,308,2015.0,True,in_reference
明显,308,2015.0,True,in_reference
一带,308,2017.0,True,in_reference
市,307,2015.0,True,in_reference
意见,307,2015.0,True,in_reference
耕地,307,2018.0,True,in_reference
使,306,2015.0,True,in_reference
学生,306,2015.0,True,in_reference
无法,306,2015.0,True,in_reference
优化,306,2017.0,True,in_reference
经,305,2015.0,True,in_reference
高度,305,2015.0,True,in_reference
土地,304,2015.0,True,in_reference
调整,303,2015.0,True,in_reference
分享,303,2017.0,True,in_reference
严重,302,2015.0,True,in_reference
创造,302,2015.0,True,in_reference
实际,301,2015.0,True,in_reference
款,298,2015.0,True,in_reference
相,298,2015.0,True,in_reference
鼓励,298,2015.0,True,in_reference
件,297,2015.0,True,in_reference
原因,297,2015.0,True,in_reference
少,297,2015.0,True,in_reference
贡献,297,2015.0,True,in_reference
全年,296,2017.0,True,in_reference
现代,296,2017.0,True,in_reference
宣布,295,2015.0,True,in_reference
打,295,2015.0,True,in_reference
累计,295,2015.0,True,in_reference
协调,294,2015.0,True,in_reference
开,294,2015.0,True,in_reference
数量,294,2015.0,True,in_reference
解,293,2017.0,True,in_reference
按照,292,2015.0,True,in_reference
经营,292,2018.0,True,in_reference
事,291,2015.0,True,in_reference
依法,291,2015.0,True,in_reference
民族,291,2015.0,True,in_reference
没,291,2015.0,True,in_reference
超,291,2017.0,True,in_reference
医院,291,2018.0,True,in_reference
时候,290,2015.0,True,in_reference
竞争,290,2015.0,True,in_reference
共同体,290,2017.0,True,in_reference
商业,290,2017.0,True,in_reference
新型,289,2017.0,True,in_reference
国务院,288,2015.0,True,in_reference
条件,288,2015.0,True,in_reference
表现,288,2015.0,True,in_reference
振兴,288,2018.0,True,in_reference
罗,287,2015.0,True,in_reference
一起,286,2015.0,True,in_reference
命运,286,2017.0,True,in_reference
加大,285,2015.0,True,in_reference
自然,285,2015.0,True,in_reference
和平,285,2017.0,True,in_reference
上市,285,2018.0,True,in_reference
伙伴,285,2018.0,True,in_reference
宇宙,285,2019.0,True,in_reference
机器人,285,2020.0,True,in_reference
主体,284,2015.0,True,in_reference
人们,284,2015.0,True,in_reference
意义,284,2015.0,True,in_reference
现实,284,2015.0,True,in_reference
处理,283,2015.0,True,in_reference
展示,283,2015.0,True,in_reference
共产党,282,2015.0,True,in_reference
此次,282,2017.0,True,in_reference
确保,282,2017.0,True,in_reference
哈,281,2017.0,True,in_reference
召开,280,2015.0,True,in_reference
改善,280,2015.0,True,in_reference
党委,279,2015.0,True,in_reference
力度,279,2015.0,True,in_reference
统一,279,2015.0,True,in_reference
成本,278,2015.0,True,in_reference
日本,278,2015.0,True,in_reference
欧,277,2015.0,True,in_reference
得到,276,2015.0,True,in_reference
此前,276,2015.0,True,in_reference
大众,276,2017.0,True,in_reference
任何,275,2015.0,True,in_reference
份,275,2015.0,True,in_reference
当前,274,2015.0,True,in_reference
深刻,274,2015.0,True,in_reference
减少,273,2015.0,True,in_reference
就是,273,2015.0,True,in_reference
范围,273,2015.0,True,in_reference
此外,272,2015.0,True,in_reference
担任,270,2015.0,True,in_reference
保险,269,2015.0,True,in_reference
具体,269,2015.0,True,in_reference
指导,269,2015.0,True,in_reference
道路,269,2015.0,True,in_reference
如今,268,2015.0,True,in_reference
拥有,268,2018.0,True,in_reference
贯彻,267,2015.0,True,in_reference
电影,267,2017.0,True,in_reference
场景,266,2015.0,True,in_reference
基层,266,2015.0,True,in_reference
英国,266,2017.0,True,in_reference
外,265,2015.0,True,in_reference
举办,265,2017.0,True,in_reference
丰富,264,2015.0,True,in_reference
且,264,2017.0,True,in_reference
榜,264,2017.0,True,in_reference
科研,263,2015.0,True,in_reference
经历,263,2015.0,True,in_reference
法院,262,2015.0,True,in_reference
转型,262,2015.0,True,in_reference
许多,261,2015.0,True,in_reference
各国,261,2017.0,True,in_reference
控制,261,2017.0,True,in_reference
主动,260,2015.0,True,in_reference
德国,260,2015.0,True,in_reference
比如,260,2015.0,True,in_reference
引导,259,2015.0,True,in_reference
年度,259,2017.0,True,in_reference
教师,259,2017.0,True,in_reference
倡议,259,2018.0,True,in_reference
建筑,259,2018.0,True,in_reference
遗产,259,2018.0,True,in_reference
爱,258,2015.0,True,in_reference
部署,258,2015.0,True,in_reference
车型,258,2018.0,True,in_reference
真正,257,2015.0,True,in_reference
座,257,2019.0,True,in_reference
成员,256,2015.0,True,in_reference
改变,256,2015.0,True,in_reference
经验,256,2015.0,True,in_reference
患者,256,2019.0,True,in_reference
优秀,255,2015.0,True,in_reference
工业,255,2015.0,True,in_reference
结果,255,2015.0,True,in_reference
股份,255,2018.0,True,in_reference
一样,254,2015.0,True,in_reference
恢复,254,2017.0,True,in_reference
各种,253,2015.0,True,in_reference
启动,253,2015.0,True,in_reference
统筹,253,2015.0,True,in_reference
体验,253,2018.0,True,in_reference
投入,252,2015.0,True,in_reference
生物,252,2015.0,True,in_reference
制定,251,2015.0,True,in_reference
受到,251,2015.0,True,in_reference
学院,251,2015.0,True,in_reference
公布,251,2017.0,True,in_reference
围绕,251,2017.0,True,in_reference
帮助,251,2017.0,True,in_reference
职业,251,2017.0,True,in_reference
非,251,2018.0,True,in_reference
孩子,250,2015.0,True,in_reference
理解,250,2015.0,True,in_reference
整体,249,2015.0,True,in_reference
奋斗,248,2018.0,True,in_reference
体现,247,2015.0,True,in_reference
比赛,247,2017.0,True,in_reference
动力,246,2015.0,True,in_reference
执法,246,2015.0,True,in_reference
针对,246,2015.0,True,in_reference
回,245,2015.0,True,in_reference
稳,245,2015.0,True,in_reference
功能,245,2017.0,True,in_reference
交易,245,2018.0,True,in_reference
发,244,2015.0,True,in_reference
广大,244,2015.0,True,in_reference
续,244,2015.0,True,in_reference
另,243,2015.0,True,in_reference
病毒,243,2020.0,True,in_reference
采取,242,2015.0,True,in_reference
传播,242,2017.0,True,in_reference
供,242,2017.0,True,in_reference
但是,241,2015.0,True,in_reference
改造,241,2015.0,True,in_reference
张,241,2017.0,True,in_reference
各地,240,2015.0,True,in_reference
城镇,240,2015.0,True,in_reference
由于,240,2015.0,True,in_reference
革命,240,2015.0,True,in_reference
世纪,240,2017.0,True,in_reference
创,239,2017.0,True,in_reference
经过,238,2015.0,True,in_reference
债券,238,2018.0,True,in_reference
太,237,2015.0,True,in_reference
活力,237,2018.0,True,in_reference
收益,236,2015.0,True,in_reference
成长,236,2017.0,True,in_reference
群体,236,2017.0,True,in_reference
联合国,236,2018.0,True,in_reference
形式,235,2015.0,True,in_reference
微博,235,2015.0,True,in_reference
比较,235,2015.0,True,in_reference
知识,235,2015.0,True,in_reference
节目,235,2015.0,True,in_reference
级,235,2017.0,True,in_reference
节,235,2018.0,True,in_reference
站,234,2015.0,True,in_reference
自我,234,2015.0,True,in_reference
强国,234,2018.0,True,in_reference
检查,233,2015.0,True,in_reference
女性,232,2015.0,True,in_reference
机关,232,2015.0,True,in_reference
规范,232,2015.0,True,in_reference
冠军,232,2017.0,True,in_reference
策略,232,2020.0,True,in_reference
及时,231,2015.0,True,in_reference
应该,231,2015.0,True,in_reference
出席,231,2017.0,True,in_reference
运营,231,2017.0,True,in_reference
近年,231,2017.0,True,in_reference
中华民族,230,2015.0,True,in_reference
行,230,2015.0,True,in_reference
这里,230,2015.0,True,in_reference
公告,230,2017.0,True,in_reference
精准,230,2017.0,True,in_reference
跨,230,2017.0,True,in_reference
根本,229,2015.0,True,in_reference
造成,229,2015.0,True,in_reference
趋势,229,2017.0,True,in_reference
即,228,2015.0,True,in_reference
服务业,228,2015.0,True,in_reference
理论,228,2015.0,True,in_reference
体育,228,2018.0,True,in_reference
制造,227,2015.0,True,in_reference
处,227,2015.0,True,in_reference
早,227,2015.0,True,in_reference
美好,227,2015.0,True,in_reference
自身,226,2015.0,True,in_reference
间,226,2015.0,True,in_reference
图,226,2017.0,True,in_reference
协议,226,2018.0,True,in_reference
记录,226,2019.0,True,in_reference
入,225,2015.0,True,in_reference
治,224,2015.0,True,in_reference
生命,224,2015.0,True,in_reference
党中央,223,2015.0,True,in_reference
再次,223,2015.0,True,in_reference
按,223,2015.0,True,in_reference
感受,222,2015.0,True,in_reference
或者,222,2015.0,True,in_reference
深,222,2015.0,True,in_reference
然而,222,2015.0,True,in_reference
觉得,222,2015.0,True,in_reference
认识,222,2015.0,True,in_reference
快,222,2017.0,True,in_reference
所以,222,2017.0,True,in_reference
严格,221,2015.0,True,in_reference
巨大,221,2015.0,True,in_reference
日,221,2015.0,True,in_reference
创业,221,2017.0,True,in_reference
什,220,2015.0,True,in_reference
粮食,220,2015.0,True,in_reference
创作,220,2017.0,True,in_reference
产生,219,2015.0,True,in_reference
时期,219,2015.0,True,in_reference
出版,219,2017.0,True,in_reference
新区,219,2017.0,True,in_reference
设备,218,2015.0,True,in_reference
