term,n,freq,doc_freq,PMI,LRent,in_reference,status
bố. Ở thời điểm hiện,5,2,2,43.101,2.992,False,new
"hạng Anh): 16,604,669 Matthew Perry",5,2,2,43.098,3.879,False,new
All I Want For Christmas,5,2,2,43.087,2.621,False,new
"rác, ""xoá bỏ"" ống hút,",5,2,2,43.085,3.166,False,new
Is You Mariah Carey 2.,5,2,2,43.077,5.151,False,new
khác để tránh nhầm lẫn,5,4,2,43.017,2.902,False,new
"Sau một trận đại chiến,",5,2,2,42.996,5.31,False,new
"Nhựa ""hô biến"" bãi rác,",5,2,2,42.99,2.038,False,new
"20,694,974 Pathaan (film): 19,932,509 The",5,2,2,42.961,3.438,False,new
"vườn ươm Topica Founder Institute,",5,2,2,42.916,2.883,False,new
I Want For Christmas Is,5,2,2,42.905,3.323,False,new
"túi vải, thìa đũa gỗ...",5,2,2,42.905,3.589,False,new
"Tháng 1, MACQUANE BANK LIMITED",5,2,2,42.883,4.003,False,new
"chỉ vài ngày trước, nguồn",5,2,2,42.864,4.198,False,new
rộ từ máu tươi sau,5,2,2,42.863,3.948,False,new
"ngỗng quay, mực chiên xì",5,3,3,42.843,2.506,False,new
lấm lem đẫm mồ hôi,5,2,2,42.831,2.295,False,new
"19/1 (giờ Mỹ),SAG Awards(Giải thưởng",5,2,2,42.821,4.232,False,new
"xoài, xôi sầu riêng... 5.",5,3,3,42.785,3.818,False,new
Wonderland 6. We Wish You,5,2,2,42.782,2.138,False,new
"Truy Lùng Quái Yêu, nữ",5,2,2,42.762,4.86,False,new
nội bộ hé lộ rằng,5,2,2,42.729,3.468,False,new
độc) -Environment(môi trường) -Relationship(mối quan,5,2,2,42.694,3.405,False,new
"gồm Amersham Industries Limited, KB",5,2,2,42.669,2.742,False,new
2018: -Chemical(hóa chất) -Masculinity(sự nam,5,2,2,42.667,4.638,False,new
Seoul ở đất nước tỷ,5,2,2,42.654,2.909,False,new
Khánh) Chongqing Hot Potđánh dấu,5,2,2,42.652,3.05,False,new
"Ấn Độ 2023): 20,694,974 Pathaan",5,2,2,42.588,2.882,False,new
Tọa đàm ‘Startup Sống sót,5,2,2,42.575,3.203,False,new
"ống hút, nắp ly, muỗng",5,2,2,42.574,3.567,False,new
Lưu Nhuế Lân... Thả Thí,5,2,2,42.531,3.338,False,new
Thí Thiên Hạkể về câu,5,2,2,42.496,3.201,False,new
"(Kim Cương). ""Thẩm Văn Đào""",5,2,2,42.444,2.624,False,new
Navidad 5. Winter Wonderland 6.,5,2,2,42.408,3.532,False,new
quan hệ) -Culture(văn hóa) -Waste(chất,5,2,2,42.406,4.501,False,new
sạn Stardust Diner Ellen. Khách,5,3,3,42.404,2.352,False,new
Stardust Diner Ellen. Khách sạn,5,3,3,42.404,3.423,False,new
Wham 4. Feliz Navidad 5.,5,2,2,42.394,3.818,False,new
"chú lộn xộn. —Sarah Jacobs,",5,2,2,42.376,3.753,False,new
Relic (Tàn Tích Quỷ Ám),5,3,2,42.338,3.525,False,new
Child Oh My Lord 9.,5,2,2,42.317,3.108,False,new
Hữu Kiều Mộc (Nhã Vọng,5,2,2,42.289,2.905,False,new
dễ! 10/10 nhé!! Đáp án,5,2,2,42.24,5.03,False,new
đánh dấu sự trở lại,5,2,2,42.187,3.563,False,new
Hạ Mộc (Ngô Diệc Phàm),5,2,2,42.161,2.076,False,new
"Ni (Kim Cương). ""Thẩm Văn",5,2,2,42.156,4.741,False,new
"flagship (244 Pasteur, Quận 3).",5,4,3,42.146,2.531,False,new
"Sun Life flagship (244 Pasteur,",5,7,3,42.115,2.051,False,new
xôi sầu riêng... 5. Kuala,5,3,3,42.092,2.301,False,new
Kiến Phi (Huỳnh Tông Trạch),5,2,2,42.062,2.484,False,new
"án Z”, “Cần làm”. Dùng",5,2,2,42.057,3.184,False,new
tác “A sunday afternoon on,5,2,2,42.057,5.183,False,new
mực chiên xì dầu... 8.,5,3,3,42.044,6.026,False,new
chủ yếu vào thị trường,5,2,2,42.02,3.771,False,new
"trên key words ""Coffee House""...",5,2,2,42.017,5.973,False,new
7. Jingle Bell Rock 8.,5,2,2,41.989,6.676,False,new
4. Feliz Navidad 5. Winter,5,2,2,41.883,4.949,False,new
"Trailer ""Hạ Hữu Kiều Mộc""",5,2,2,41.876,3.636,False,new
"Life flagship (244 Pasteur, Quận",5,7,3,41.828,3.387,False,new
"Trộm Nhựa ""hô biến"" bãi",5,2,2,41.811,2.905,False,new
ôngJohnathan Hạnh Nguyễn- trúng thầu,5,2,2,41.808,2.352,False,new
"bánh mì, pho mát, thịt",5,2,2,41.801,6.264,False,new
vote now rồi vote now,5,2,2,41.773,2.023,False,new
-Algae(tảo) -Air(không khí) Khi ghép,5,2,2,41.755,3.129,False,new
Wat Phra Kaew ngôi chùa,5,3,3,41.735,2.269,False,new
"lúc 13:09 chiều. 13:14, order",5,2,2,41.702,5.238,False,new
TVBHuỳnh Tông Trạchvẫn cứ lặn,5,2,2,41.699,2.393,False,new
hơi giốngĐịch Lệ Nhiệt BatrongTrường,5,2,2,41.672,2.821,False,new
Oh My Lord 9. Joy,5,2,2,41.624,3.537,False,new
"tên, ốp cột dọc, dán",5,2,2,41.617,4.045,False,new
"Á: Cu ba, Mexico, Hàn",5,3,3,41.616,2.063,False,new
"and Melinda Gates Foundation"" (BMGF)",5,2,2,41.609,2.579,False,new
"bãi rác, ""xoá bỏ"" ống",5,2,2,41.604,4.488,False,new
Phong Tức cuối cùng cũng,5,2,2,41.601,6.008,False,new
Nhạc đấy? Tưởng Phá Nhạc,5,2,2,41.601,2.89,False,new
"châu Á: Cu ba, Mexico,",5,3,3,41.55,5.005,False,new
"nhà Empire Sate, Rockefeller Center...",5,3,3,41.514,4.505,False,new
ươm Topica Founder Institute niềm,5,2,2,41.507,3.609,False,new
"theo. —Michelle Martinez Lee, giám",5,2,2,41.489,2.6,False,new
"chuẩn bị ""trình làng"" một",5,2,2,41.479,5.105,False,new
câu chuyện của Hắc Phong,5,2,2,41.462,2.907,False,new
của Hắc Phong Tức tuấn,5,2,2,41.462,4.204,False,new
"A9 Pro (2018), đánh dấu",5,2,2,41.414,2.297,False,new
afternoon on the island of,5,2,2,41.401,3.632,False,new
"đẳng hơn"", Alfredo Jornet, giáo",5,2,2,41.398,5.118,False,new
Nhuế Lân... Thả Thí Thiên,5,2,2,41.397,3.246,False,new
hơn cash flow (dòng tiền),5,2,2,41.377,6.295,False,new
"Yên, Quách Phú Thành, Bạch",5,2,2,41.377,2.827,False,new
My Lord 9. Joy To,5,2,2,41.373,4.817,False,new
"nét vẽ ngây ngô, nguệch",5,2,2,41.372,2.826,False,new
hai cọng râu nữa? Gương,5,2,2,41.368,4.347,False,new
đấy? Tưởng Phá Nhạc lặn,5,2,2,41.333,3.03,False,new
Tiểu Huệ (Bạch Bách Hà),5,2,2,41.332,2.471,False,new
mới bật mí rằng đối,5,2,2,41.327,4.439,False,new
"flagship (244 Pasteur, Quận 3)",5,2,2,41.299,3.399,False,new
Indian Premier League (Giải Ngoại,5,4,2,41.293,3.209,False,new
"vải, thìa đũa gỗ... Một",5,2,2,41.28,4.522,False,new
Tiên Kim Jong Un (thứ,5,2,2,41.274,2.571,False,new
miêu tả. Hai lọn tóc,5,2,2,41.269,4.429,False,new
làHạ Hữu Kiều Mộc. Được,5,2,2,41.261,2.519,False,new
NHƯ THẾ NÀO “Cách chúng,5,2,2,41.238,2.535,False,new
"Oppenheimer (film): 28,348,248 Cricket World",5,2,2,41.238,3.534,False,new
"thời điểm hiện tại, mức",5,2,2,41.229,3.35,False,new
"Ngọc Hà, Đen Vâu, Double2T,",5,2,2,41.229,4.336,False,new
Ri Sol Ju (thứ tư,5,2,2,41.227,5.69,False,new
cọng râu nữa? Gương mặt,5,2,2,41.212,5.181,False,new
quyết địnhra đi? Shark Dzung,5,2,2,41.211,5.224,False,new
"Tăng Chí Vĩ,Từ Tử San,",5,2,2,41.211,2.789,False,new
"Ly Biết Tuốt (SN 2003,",5,2,2,41.21,4.41,False,new
cash flow (dòng tiền) hàng,5,2,2,41.198,5.029,False,new
Star Wars: The Force Awakens,5,2,2,41.182,2.771,False,new
"kiến (hạ nhiệt, nguội đi),",5,2,2,41.173,3.121,False,new
để tránh nhầm lẫn với,5,4,2,41.166,6.836,False,new
1. All I Want For,5,2,2,41.156,6.028,False,new
"Nhược Đồng, Lại Nghệ, Trương",5,2,2,41.155,4.844,False,new
"gia: Nga, Mỹ, Canada, Úc,",5,2,2,41.132,2.384,False,new
vi để cứu Bạch Phong,5,2,2,41.127,6.534,False,new
"Pro (2018), đánh dấu sự",5,2,2,41.126,5.415,False,new
"Thiên Dương, Lưu Nhuế Lân...",5,2,2,41.109,3.417,False,new
"ngủ đủ giấc. —Gus Lubin,",5,2,2,41.106,2.917,False,new
ở đất nước tỷ dân.,5,2,2,41.085,5.431,False,new
"hơn"", Alfredo Jornet, giáo sư",5,2,2,41.046,4.748,False,new
Yang 杨洋 Vietnam fanpage Cũng,5,2,2,41.026,3.821,False,new
"truyền hình): 19,791,789 Taylor Swift",5,2,2,41.011,6.553,False,new
"Tae Yi (Kim Hee Sun),",5,2,2,41.011,2.278,False,new
"đảo Tuần Châu, Quảnh Ninh.",5,2,2,41.006,4.134,False,new
la Sól Sun Life flagship,5,7,3,40.988,3.114,False,new
ngày 11/10 tới đây. Chúng,5,2,2,40.961,2.428,False,new
thị trường châu Á. Đối,5,2,2,40.958,2.313,False,new
Kentucky Derby 2016. Mạng lưới,5,2,2,40.938,3.708,False,new
số “Goldman Sachs Non-Profitable Technology,5,2,2,40.91,6.318,False,new
J. Robert Oppenheimer (Nhà vật,5,2,2,40.905,4.665,False,new
Nguồn: Dương Dương/ Yang Yang,5,2,2,40.904,4.331,False,new
A Merry Christmas 7. Jingle,5,2,2,40.902,3.446,False,new
"Cương). ""Thẩm Văn Đào"" nghiêm",5,2,2,40.9,2.4,False,new
F&B (Food and Beverage Kinh,5,2,2,40.893,4.232,False,new
"Hot Pot"" Kho báu cuối",5,2,2,40.889,2.922,False,new
MBA Partner MBA Partnercó đề,5,2,2,40.887,5.653,False,new
"như Microsoft, Oracle, Hotwire, Expedia",5,2,2,40.885,5.555,False,new
đấu. Sau một trận đại,5,2,2,40.876,3.307,False,new
"Lý Nhược Đồng, Lại Nghệ,",5,2,2,40.868,3.606,False,new
5. Winter Wonderland 6. We,5,2,2,40.867,5.204,False,new
hơn NHƯ THẾ NÀO “Cách,5,2,2,40.858,5.255,False,new
"đủ giấc. —Gus Lubin, phóng",5,2,2,40.854,6.687,False,new
hệ email hanhvithi@admicro.vn (Ms. Vi,5,3,3,40.846,5.175,False,new
"1, MACQUANE BANK LIMITED bán",5,2,2,40.831,6.67,False,new
nhân Ri Sol Ju (thứ,5,2,2,40.821,5.312,False,new
Samsung. *Nguồn: FT﻿ Băng Băng,5,2,2,40.816,3.004,False,new
truyện miêu tả. Hai lọn,5,2,2,40.812,2.375,False,new
"điểm hiện tại, mức giá",5,2,2,40.804,3.909,False,new
Uất Nhiên (Joo Won). Nam,5,2,2,40.796,5.154,False,new
Nhiệt BatrongTrường Ca Hành. Có,5,2,2,40.781,4.595,False,new
Lưu Tinh (Trần Tiểu Xuân),5,2,2,40.756,3.419,False,new
giấc ngủ Earable FRENZ. Khoảnh,5,2,2,40.753,3.053,False,new
"hại). ""Toxic chemical"" thì sao?",5,2,2,40.747,2.58,False,new
huyền thoại Warren Buffett gộp,5,2,2,40.734,4.532,False,new
"Tuần Châu, Quảnh Ninh. Cô",5,2,2,40.734,6.195,False,new
8. Cape Town Bãi biển,5,3,3,40.714,7.093,False,new
"đam mê, Dám rực rỡ"",WeChoice",5,2,2,40.698,3.266,False,new
mắt vào ngày 11/10 tới,5,2,2,40.676,2.929,False,new
"thế giới): 25,961,417 J. Robert",5,2,2,40.665,6.223,False,new
"trái cây, sữa, thịt bò,...",5,3,3,40.642,4.043,False,new
dự kiến sẽ chính thức,5,2,2,40.627,2.752,False,new
"như Tiki, Foody, NhacCuaTui, Vexere...,",5,2,2,40.626,5.555,False,new
"Elon Musk (tỷ phú) 14,370,395",5,2,2,40.61,3.582,False,new
Kiều Mộc (Nhã Vọng Thiên,5,2,2,40.596,4.857,False,new
"nhựa, Kẻ Trộm Nhựa WeDo",5,2,2,40.585,2.327,False,new
nhà Ecovacs Deebots X2 Omni;,5,2,2,40.549,4.505,False,new
bật mí rằng đối với,5,2,2,40.544,4.485,False,new
bé Ngọ Chích Bông. Bằng,5,2,2,40.535,6.03,False,new
(FIFA) Sepp Blatter bị ném,5,2,2,40.526,2.146,False,new
diễn Nameless Gangster Yoon Jong,5,2,2,40.523,5.671,False,new
Hán Lương Đàm Tùng Vận,5,2,2,40.494,3.934,False,new
"Tiki, Foody, NhacCuaTui, Vexere..., ra",5,2,2,40.491,5.973,False,new
(Lão Vệ Sĩ/Ông Nội Tôi,5,2,2,40.458,3.746,False,new
"giới 2023): 38,171,653 Indian Premier",5,2,2,40.455,3.365,False,new
Hạ Hữu Kiều Mộc (Nhã,5,2,2,40.451,2.076,False,new
viên chínhDương Dương-Triệu Lộ Tư.,5,2,2,40.445,3.46,False,new
menu chọn Vote for your,5,2,2,40.442,2.616,False,new
bấm vote now rồi vote,5,2,2,40.438,3.113,False,new
"words ""Coffee House""... Với kênh",5,2,2,40.423,3.518,False,new
"Ngoại hạng Anh): 16,604,669 Matthew",5,2,2,40.39,3.825,False,new
"bình đẳng hơn"", Alfredo Jornet,",5,2,2,40.366,4.439,False,new
"pho mát, thịt nguội, trái",5,2,2,40.354,3.905,False,new
"Phong Nghị, Lý Nhược Đồng,",5,2,2,40.348,4.739,False,new
"Huỳnh Tông Trạch, Ngô Diệc",5,2,2,40.336,4.372,False,new
"2023. ChatGPT: 49,490,406 (lượt xem",5,2,2,40.321,5.645,False,new
"Thiên (Hàn Canh), Hạ Mộc",5,2,2,40.316,5.755,False,new
3. Last Christmas Wham 4.,5,2,2,40.315,8.151,False,new
ty trụ sở Seoul ở,5,2,2,40.309,3.064,False,new
vùng Comfort Zone (Vùng thoải,5,2,2,40.301,4.416,False,new
được kỳ vọng sẽ nằm,5,2,2,40.295,3.51,False,new
World 10. Santa Claus Is,5,2,2,40.285,4.542,False,new
"Vĩ,Từ Tử San, Trần Tiểu",5,2,2,40.265,2.908,False,new
"Tử San, Trần Tiểu Xuân,…Phim",5,2,2,40.265,2.516,False,new
"cột dọc, dán quầy, biển",5,2,2,40.262,6.905,False,new
40kg sừng tê giác. Tổng,5,2,2,40.24,2.731,False,new
(lượt xem trang) Deaths in,5,2,2,40.239,3.748,False,new
xem trang) Deaths in (Số,5,2,2,40.239,4.06,False,new
"cốc, trái cây, sữa, thịt",5,3,3,40.236,3.44,False,new
"ống hút, ""tẩy chay"" túi",5,2,2,40.233,6.864,False,new
"cong vút, làn da nâu",5,2,2,40.228,2.823,False,new
Chung Hán Lương Đàm Tùng,5,2,2,40.226,5.262,False,new
"nylon, chai nhựa, ống hút.",5,2,2,40.185,2.025,False,new
"gồm Viettel, FPT, Canifa, MK",5,2,2,40.184,3.061,False,new
"Vũ Thần, Phùng Gia Di,…",5,2,2,40.169,3.79,False,new
"bị ""trình làng"" một thiết",5,2,2,40.166,3.64,False,new
"""trình làng"" một thiết bị",5,2,2,40.166,3.919,False,new
"hạng Cricket Ấn Độ): 32,012,810",5,2,2,40.159,3.243,False,new
The Last of Us (series,5,2,2,40.159,4.58,False,new
tuấn nhã tuyệt luân và,5,2,2,40.136,6.798,False,new
of Us (series truyền hình):,5,2,2,40.124,3.641,False,new
lên sóng? Hóng phim. Nhìn,5,2,2,40.111,6.154,False,new
"đại"". Ellen Moons, Chủ tịch",5,2,2,40.105,4.31,False,new
"từ tờ PhoneArena, cái tên",5,2,2,40.083,7.806,False,new
nhất đã xác nhận rằng,5,2,2,40.046,5.478,False,new
đã xác nhận rằng chiếc,5,2,2,40.046,5.905,False,new
"Lộ, Trương Phong Nghị, Lý",5,2,2,40.036,3.224,False,new
Phra Kaew ngôi chùa Phật,5,3,3,40.03,2.108,False,new
phong hoa tuyệt thế. Câu,5,2,2,40.027,3.677,False,new
2. The Bodyguard (Lão Vệ,5,2,2,40.02,4.011,False,new
"Sate, Rockefeller Center... Du khách",5,3,3,40.018,2.594,False,new
mới nhất đã xác nhận,5,2,2,40.015,4.792,False,new
"Phoenix, bang Arizona, Mỹ), sau",5,2,2,40.01,4.585,False,new
"Hiểu Minh, Đường Yên, Quách",5,2,2,40.007,3.259,False,new
Kudova Loyalty Platform. Bảo Bảo,5,2,2,40.005,3.519,False,new
"—Michelle Martinez Lee, giám đốc",5,2,2,39.996,3.933,False,new
"Đường Yên, Quách Phú Thành,",5,2,2,39.991,5.527,False,new
lẫn Samsung. *Nguồn: FT﻿ Băng,5,2,2,39.979,6.195,False,new
"Non-Profitable Technology Index” (GSNPTI), đã",5,2,2,39.973,5.322,False,new
tập trung chủ yếu vào,5,2,2,39.969,3.224,False,new
"(nước Mỹ): 16,240,461 Elon Musk",5,2,2,39.917,3.728,False,new
"Hà, Huỳnh Tông Trạch, Ngô",5,2,2,39.901,4.494,False,new
Taxi Xanh SM Smartphone gập,5,2,2,39.894,4.593,False,new
"tại Shrine Auditorium, Los Angeles.",5,2,2,39.894,7.573,False,new
You A Merry Christmas 7.,5,2,2,39.873,5.51,False,new
"tin từ tờ PhoneArena, cái",5,2,2,39.868,4.106,False,new
Ngụy Như Kon Tum đặt,5,2,2,39.864,4.85,False,new
"Sân Chơi Thật Trở Lại"",",5,4,4,39.845,3.604,False,new
"Sân Chơi Thật Trở Lại""",5,4,4,39.845,3.604,False,new
"dương ngập ngụa chai nhựa,",5,2,2,39.844,4.241,False,new
"ngây ngô, nguệch ngoạc, các",5,2,2,39.839,7.167,False,new
"gồm Galayx A6s, Galaxy A7",5,2,2,39.835,3.852,False,new
"cây, sữa, thịt bò,... Không",5,3,3,39.832,3.901,False,new
"Theo sohu, Apollo, Soundofhope) Ngọc",5,2,2,39.818,9.374,False,new
"-Masculinity(sự nam tính) -Substance(chất, vật",5,2,2,39.816,3.972,False,new
Hạ (Thả Thí Thiên Hạ)chính,5,2,2,39.81,2.076,False,new
này tập trung chủ yếu,5,2,2,39.804,3.043,False,new
"xộn. —Sarah Jacobs, biên tập",5,2,2,39.798,3.203,False,new
của hai người nở rộ,5,2,2,39.795,4.204,False,new
"Tuần Châu, Vịnh Hạ Long,",5,2,2,39.793,4.647,False,new
phim. Nhìn ngầu quá đi,5,2,2,39.774,7.315,False,new
"trực tuyến nhưGrabFood, GoViet (nay",5,2,2,39.772,4.796,False,new
Do Ventures Fund I. Quỹ,5,2,2,39.771,6.808,False,new
"Bắc Vân Phong (Khánh Hòa),",5,2,2,39.755,3.417,False,new
Nguyễn Mạnh Dzung (Shark Dzung),5,2,2,39.753,4.628,False,new
"tóc ""râu dế"" gợi nhớ",5,2,2,39.753,6.609,False,new
Thái Bình Dương-Imexpan Pacific (IPP).,5,2,2,39.752,4.225,False,new
"làng Ketermaya, gần Beirut, Lebanon",5,2,2,39.735,3.595,False,new
cryptocurrency (tiền số). Bản thân,5,2,2,39.724,4.526,False,new
"""Hạ Hữu Kiều Mộc"" Theo",5,2,2,39.721,5.016,False,new
the island of La Grande,5,2,2,39.719,2.288,False,new
"hành động"", Caroline Merner, tuổi,",5,2,2,39.715,7.509,False,new
khách sạn Stardust Diner Ellen.,5,3,3,39.71,4.458,False,new
"khí hậu"", Le Quere nói.",5,2,2,39.702,6.522,False,new
"website. —Aine Cain, phóng viên",5,2,2,39.675,5.251,False,new
"giấc. —Gus Lubin, phóng viên",5,2,2,39.675,5.251,False,new
"tiếp theo. —Michelle Martinez Lee,",5,2,2,39.67,5.63,False,new
"16,623,630 Premier League (Giải bóng",5,2,2,39.664,3.629,False,new
"mát, thịt nguội, trái cây,",5,2,2,39.661,2.827,False,new
"người Mỹ): 25,672,469 Jawan (film):",5,2,2,39.657,6.128,False,new
lau nhà Ecovacs Deebots X2,5,3,3,39.632,2.636,False,new
"Bách Hà, Huỳnh Tông Trạch,",5,2,2,39.629,4.174,False,new
Yoon Tae Yi (Kim Hee,5,2,2,39.624,4.977,False,new
"Tiểu Thiên (Hàn Canh), Hạ",5,2,2,39.623,4.997,False,new
Last of Us (series truyền,5,2,2,39.613,3.59,False,new
"dán quầy, biển đứng, bảng",5,2,2,39.61,5.658,False,new
tin nội bộ hé lộ,5,2,2,39.602,4.106,False,new
trường châu Á. Đối với,5,2,2,39.6,3.703,False,new
Nhìn ngầu quá đi thôi.,5,2,2,39.597,3.729,False,new
"Chí Vĩ,Từ Tử San, Trần",5,2,2,39.585,5.389,False,new
"đổ máu, Yên Phá Nhạc",5,2,2,39.549,5.616,False,new
"Microsoft, Oracle, Hotwire, Expedia và",5,2,2,39.548,8.292,False,new
năm 2018: -Chemical(hóa chất) -Masculinity(sự,5,2,2,39.528,4.729,False,new
"vài ngày trước, nguồn tin",5,2,2,39.522,5.52,False,new
"hai ""chú dế"" này vẫn",5,2,2,39.518,5.516,False,new
Cristiano Ronaldo hay Lionel Messi,5,2,2,39.507,2.605,False,new
Vote for your top 3.,5,2,2,39.484,5.255,False,new
báo cáo mới nhất đã,5,2,2,39.478,5.02,False,new
Quốc. Thiết bị này được,5,2,2,39.475,3.84,False,new
"""chú dế"" này vẫn chưa",5,2,2,39.473,3.993,False,new
"Pacific (IPP). Thuở ấy, ông",5,2,2,39.466,5.611,False,new
6. We Wish You A,5,2,2,39.462,6.9,False,new
Trailer Relic (Tàn Tích Quỷ,5,2,2,39.455,5.425,False,new
"Quách Phú Thành, Bạch Bách",5,2,2,39.431,3.574,False,new
trả lời. Cuộc ‘cách mạng’,5,2,2,39.43,3.905,False,new
"dương, sông, hồ, nước ngầm,",5,2,2,39.427,2.515,False,new
Lord 9. Joy To The,5,2,2,39.415,3.438,False,new
ngủ Earable FRENZ. Khoảnh khắc,5,2,2,39.409,6.608,False,new
"khô khan, như ""Hãy vứt",5,2,2,39.394,3.71,False,new
"Minh, Đường Yên, Quách Phú",5,2,2,39.393,4.963,False,new
Đặc Công) The Bodyguard (Ông,5,2,2,39.391,4.611,False,new
"Thần, Phùng Gia Di,… The",5,2,2,39.39,4.493,False,new
thị trường Trung Quốc. Thiết,5,2,2,39.38,2.875,False,new
"Video Communications, Delivery Hero hay",5,2,2,39.363,7.988,False,new
"lượng cao: Sữa, sôcôla, bánh",5,2,2,39.36,6.645,False,new
"Sapa, Hội An, Vịnh Hạ",5,2,2,39.347,2.526,False,new
