term,n,freq,doc_freq,PMI,LRent,in_reference,status
新 时代 党 的 建设,5,20,7,16.191,11.314,False,new
获 赞 最 多 http,5,15,2,16.167,4.851,False,new
赞 最 多 http w,5,15,2,16.167,3.011,False,new
实现 第二 个 百年 奋斗,5,15,11,16.167,9.027,False,new
自然 和谐 共生 的 现代化,5,15,9,16.167,7.824,False,new
推进 强国 建设 民族 复兴,5,15,13,16.167,7.354,False,new
取得 历史性 成就 发生 历史性,5,15,11,16.167,7.171,False,new
历史性 成就 发生 历史性 变革,5,15,11,16.167,6.098,False,new
深刻 领悟 两 个 确立,5,15,14,16.167,6.429,False,new
全面 从严 治 党 体系,5,15,6,16.167,10.13,False,new
紧密 地 团结 在 以习,5,15,15,16.167,3.028,False,new
地 团结 在 以习 近平,5,15,15,16.167,6.782,False,new
当前 和 今后 一个 时期,5,15,12,16.167,8.777,False,new
公司 实际 控制人 董事长 兼,5,15,3,16.167,8.907,False,new
坚持 以 人民 为 中心的,5,15,14,16.166,7.887,False,new
家 主权 安全 发展 利益,5,15,9,16.166,8.343,False,new
完善 中国 特色 社会主义 制度,5,15,5,16.166,9.507,False,new
元 元 元 元 元,5,15,5,16.15,10.201,False,new
举行 的 上海 合作 组织,5,15,15,16.12,10.336,False,new
推动 党 和 国 家,5,17,11,16.111,12.03,False,new
�� �� �磬 �� ��,5,14,14,16.102,4.986,False,new
�� �磬 �� �� �ձ,5,14,14,16.102,2.472,False,new
�磬 �� �� �ձ ��,5,14,14,16.102,2.514,False,new
榜首 http w w w,5,14,2,16.102,2.669,False,new
发展 倡议 全球 安全 倡议,5,14,10,16.102,9.209,False,new
和平 发展 合作 共 赢,5,14,12,16.102,7.473,False,new
协调 推进 个 全面 战略,5,14,10,16.102,8.993,False,new
推进 个 全面 战略 布局,5,14,10,16.102,9.446,False,new
一带 一路 国际 合作 高峰,5,14,11,16.102,6.024,False,new
一路 国际 合作 高峰 论坛,5,14,11,16.102,5.723,False,new
中国 特色 社会主义 制度 推进,5,14,4,16.102,11.698,False,new
特色 社会主义 制度 推进 国,5,14,4,16.102,4.025,False,new
纪委 国 家 监委 网站,5,14,10,16.102,6.206,False,new
营业 收入 元 同比 增长,5,14,9,16.102,8.435,False,new
第七 届 金融 发展 论坛,5,14,12,16.102,7.64,False,new
加快 构建 房地产 发展 新,5,14,5,16.102,9.72,False,new
构建 房地产 发展 新 模式,5,14,5,16.102,9.711,False,new
2025年 7月 17日 萨尔加多 个人,5,14,2,16.102,8.836,False,new
7月 17日 萨尔加多 个人 回顾展,5,14,2,16.102,5.116,False,new
17日 萨尔加多 个人 回顾展 现场,5,14,2,16.102,7.394,False,new
样品 中 铅 浓度 为,5,14,2,16.102,8.78,False,new
中 铅 浓度 为 μg,5,14,2,16.102,7.017,False,new
赤峰市 某 预防 控制 中心,5,14,2,16.102,8.251,False,new
中华人民共和国 政府 对 台湾 地区,5,14,2,16.102,8.629,False,new
全球 发展 倡议 全球 安全,5,14,10,16.101,10.208,False,new
上海 合作 组织 发展 壮大,5,14,9,16.101,8.878,False,new
人民 日益 增长 的 美好,5,14,9,16.101,7.136,False,new
日益 增长 的 美好 生活,5,14,9,16.101,8.299,False,new
实现 两 个 年 奋斗,5,14,10,16.1,9.027,False,new
社会主义 制度 推进 国 家,5,14,4,16.098,8.49,False,new
国 家 主权 安全 发展,5,14,8,16.098,10.93,False,new
增长 的 美好 生活 需要,5,14,9,16.097,9.569,False,new
制度 推进 国 家 治理,5,14,4,16.097,9.527,False,new
加强 党 的 全面 领导,5,14,11,16.085,8.975,False,new
建设 新 的 伟大 工程,5,14,5,16.073,10.24,False,new
更加 美好 的 未 来,5,14,14,16.072,10.786,False,new
发布 回复 最 温情 http,5,13,2,16.033,5.742,False,new
组织 成员国 元首 理事会 第二十四,5,13,13,16.033,4.709,False,new
成员国 元首 理事会 第二十四 次,5,13,13,16.033,7.814,False,new
元首 理事会 第二十四 次 会议,5,13,13,16.033,6.032,False,new
第二十四 次 会议 并 应,5,13,13,16.033,4.688,False,new
|<< 上 页 下 页,5,13,3,16.033,3.353,False,new
阿斯塔纳 举行 的 上海 合作,5,13,13,16.032,6.346,False,new
人民网 北京 9月 28日 电,5,12,12,15.959,6.979,False,new
北京 9月 28日 电 记者,5,12,12,15.959,9.527,False,new
家 市场 监督 管理 总局,5,12,10,15.959,7.508,False,new
大學生 保險 責任 行 暑期,5,12,10,15.959,3.305,False,new
保險 責任 行 暑期 社會,5,12,10,15.959,2.031,False,new
行 暑期 社會 實踐 專項,5,12,10,15.959,3.846,False,new
登 榜首 http w w,5,12,2,15.959,4.629,False,new
全面 建成 社会主义 现代化 强国,5,12,11,15.959,8.291,False,new
近平 新 时代 中国 特色,5,12,11,15.959,4.302,False,new
更加 公正 合理 的 方向,5,12,6,15.959,9.798,False,new
是 山水相连 唇齿相依 的 好,5,12,12,15.959,11.263,False,new
唇齿相依 的 好 邻居 好,5,12,12,15.959,5.353,False,new
好 邻居 好 朋友 好,5,12,12,15.959,9.453,False,new
邻居 好 朋友 好 伙伴,5,12,12,15.959,4.599,False,new
世代 友好 高度 互信 休戚与共,5,12,12,15.959,3.447,False,new
构建 人类 命运 共同体 理念,5,12,9,15.959,9.189,False,new
名 至 岁 党员 名,5,12,2,15.959,9.933,False,new
事业 取得 历史性 成就 发生,5,12,8,15.959,7.901,False,new
纪律 审查 和 监察 调查,5,12,12,15.959,7.547,False,new
邹磊 摄 于 贵州 纳雍,5,12,4,15.959,3.304,False,new
又 分 了 族 成,5,12,4,15.959,9.775,False,new
创 世纪 © 塞巴斯 提奥,5,12,2,15.959,4.225,False,new
世纪 © 塞巴斯 提奥 萨尔加多,5,12,2,15.959,6.821,False,new
来 源 Wind 数据 马雨萱,5,12,2,15.959,5.228,False,new
源 Wind 数据 马雨萱 制表,5,12,2,15.959,2.093,False,new
武汉 用通 及其 最终 控制人,5,12,4,15.959,6.958,False,new
盐酸罂粟 碱 注射剂 市场 具有,5,12,4,15.959,7.664,False,new
碱 注射剂 市场 具有 排除,5,12,4,15.959,2.177,False,new
注射剂 市场 具有 排除 限制,5,12,4,15.959,3.755,False,new
市场 具有 排除 限制 竞争,5,12,4,15.959,9.647,False,new
中信 信托 深圳 龙岗 融资,5,12,3,15.959,7.102,False,new
信托 深圳 龙岗 融资 集合,5,12,3,15.959,4.598,False,new
深圳 龙岗 融资 集合 资金,5,12,3,15.959,8.699,False,new
龙岗 融资 集合 资金 信托,5,12,3,15.959,3.922,False,new
融资 集合 资金 信托 计划,5,12,3,15.959,8.979,False,new
金山 银 山 理念 提出,5,12,3,15.959,4.808,False,new
银 山 理念 提出 年,5,12,3,15.959,6.18,False,new
不 正确 履行 工作 职责,5,12,3,15.959,10.524,False,new
脑机 接口 未 来 产业,5,12,3,15.959,8.597,False,new
脑机 接口 概念 验证 平台,5,12,3,15.959,8.909,False,new
长期 旷工人员 解除 聘用 关系,5,12,4,15.959,9.744,False,new
可 持续 的 超额 收益,5,12,3,15.959,9.755,False,new
塞迪 等 人 诉 法国,5,12,2,15.959,6.528,False,new
涉嫌 职务 侵占 案 2024年,5,12,4,15.959,8.133,False,new
职务 侵占 案 2024年 7月,5,12,4,15.959,6.687,False,new
已 被 抓获 归案 案件,5,12,4,15.959,10.1,False,new
抓获 归案 案件 已 移送,5,12,4,15.959,3.155,False,new
案件 已 移送 检察 机关,5,12,4,15.959,8.477,False,new
已 移送 检察 机关 审查,5,12,4,15.959,9.181,False,new
给 侧 结构性 改革 为,5,12,8,15.959,11.81,False,new
侧 结构性 改革 为 主线,5,12,8,15.959,4.621,False,new
新华网 北京 3月 15日 电,5,12,12,15.959,6.008,False,new
页 > > | |<<,5,12,3,15.959,2.817,False,new
> > | |<< 上,5,12,3,15.959,7.514,False,new
> | |<< 上 页,5,12,3,15.959,4.464,False,new
| |<< 上 页 下,5,12,3,15.959,7.773,False,new
安全 和 身体 健康 放,5,12,2,15.959,7.15,False,new
身体 健康 放 在 第一,5,12,2,15.959,7.105,False,new
健康 放 在 第一 位,5,12,2,15.959,9.764,False,new
中国 和 哈萨克斯坦 是 山水相连,5,12,12,15.958,6.552,False,new
是 人 与 自然 和谐,5,12,6,15.958,8.633,False,new
历史 业绩 不 代表 未,5,12,6,15.958,7.276,False,new
有 只 个 股 同时,5,12,3,15.958,11.069,False,new
城市化 发展 提供 了 新,5,12,6,15.957,5.641,False,new
看到 了 这 座 城市,5,12,6,15.956,8.333,False,new
消失 中 的 地方 鸡,5,12,4,15.956,6.837,False,new
我 看到 了 这 座,5,12,6,15.955,9.936,False,new
业绩 不 代表 未 来,5,12,6,15.955,9.334,False,new
不 代表 未 来 表现,5,12,6,15.954,11.309,False,new
国 家 市场 监督 管理,5,12,10,15.953,10.299,False,new
这 座 城市 未 来,5,12,6,15.953,12.345,False,new
其他 国 家 的 城市化,5,12,6,15.953,6.046,False,new
发展 提供 了 新 思路,5,12,6,15.953,8.707,False,new
现代化 是 人 与 自然,5,12,6,15.952,6.885,False,new
越 来 越 多 国,5,12,12,15.944,5.118,False,new
中亚 国 家 与 中国,5,12,4,15.944,7.848,False,new
家 的 城市化 发展 提供,5,12,6,15.943,8.415,False,new
是 推动 高 质量 发展,5,12,6,15.921,11.654,False,new
国 家 的 城市化 发展,5,12,6,15.906,10.93,False,new
生态 环境 损害 赔偿 制度,5,11,3,15.879,10.049,False,new
� յ磨 �� �� ��,5,11,11,15.879,3.678,False,new
京 津 冀 协同 发展,5,11,10,15.879,8.59,False,new
届 中央 纪委 次 全会,5,11,5,15.879,6.487,False,new
中央 纪委 次 全会 上,5,11,5,15.879,11.194,False,new
公正 合理 的 方向 发展,5,11,6,15.879,8.23,False,new
共建 一带 一路 合作 文件,5,11,11,15.879,8.24,False,new
互信 互利 平等 协商 尊重,5,11,10,15.879,6.738,False,new
互利 平等 协商 尊重 多样,5,11,10,15.879,5.698,False,new
平等 协商 尊重 多样 文明,5,11,10,15.879,7.913,False,new
协商 尊重 多样 文明 谋求,5,11,10,15.879,5.505,False,new
尊重 多样 文明 谋求 共同,5,11,10,15.879,8.265,False,new
多样 文明 谋求 共同 发展,5,11,10,15.879,8.464,False,new
高 水平 科技 自立 自强,5,11,9,15.879,8.167,False,new
为 实现 中华民族 伟大 复兴,5,11,9,15.879,9.405,False,new
基调 严 的 措施 严,5,11,5,15.879,2.597,False,new
查处 违反 中央 项 规定,5,11,5,15.879,6.812,False,new
接受 澎湃 新闻 采访 时,5,11,8,15.879,9.58,False,new
判处 有期徒刑 年 缓刑 年,5,11,3,15.879,6.94,False,new
中共中央 政治局 常委 国务院 总理,5,11,5,15.879,7.632,False,new
食品 安全国 家 标准 食品,5,11,3,15.879,8.121,False,new
跨 太平洋 伙伴 关系 协定,5,11,8,15.879,8.212,False,new
北京 3月 15日 电 中国,5,11,11,15.879,9.815,False,new
中央 全面 深化 改革 委员会,5,11,2,15.879,9.467,False,new
谋求 共同 发展 的 上海,5,11,10,15.875,6.493,False,new
党 的 大 胜利 召开,5,11,10,15.874,8.547,False,new
最 大 的 贸易 伙伴,5,11,7,15.848,9.071,False,new
党 的 大 报告 中,5,14,6,15.843,10.493,False,new
来 越 多 国 家,5,12,12,15.827,11.228,False,new
暑期 社會 實踐 專項 活動,5,10,10,15.792,5.027,False,new
�� �ձ �� �� 糤�,5,10,8,15.792,2.922,False,new
�ձ �� �� 糤� ��,5,10,8,15.792,2.514,False,new
�� �� 糤� �� ��,5,10,8,15.792,4.986,False,new
首 登 榜 http w,5,10,2,15.792,6.186,False,new
中华民族 伟大 复兴 的 历史,5,10,10,15.792,7.915,False,new
全面 从严 治 党 永远,5,10,7,15.792,8.253,False,new
治 党 永远 在 路上,5,10,7,15.792,5.34,False,new
引 领 上海 合作 组织,5,10,5,15.792,9.645,False,new
倡议 全球 安全 倡议 全球,5,10,6,15.792,7.955,False,new
全球 安全 倡议 全球 文明,5,10,6,15.792,9.48,False,new
安全 倡议 全球 文明 倡议,5,10,6,15.792,8.93,False,new
构建 人类 命运 共同体 注入,5,10,10,15.792,7.119,False,new
中国 签署 共建 一带 一路,5,10,10,15.792,9.925,False,new
签署 共建 一带 一路 合作,5,10,10,15.792,8.574,False,new
健全 全面 从严 治 党,5,10,6,15.792,6.916,False,new
至 岁 党员 名 至,5,10,2,15.792,10.415,False,new
岁 党员 名 至 岁,5,10,2,15.792,7.776,False,new
党员 名 至 岁 党员,5,10,2,15.792,7.352,False,new
统筹 推进 五位一体 总体 布局,5,10,8,15.792,9.368,False,new
全面 贯彻 习近平 新 时代,5,10,10,15.792,9.719,False,new
年 可 持续 发展 议程,5,10,5,15.792,8.428,False,new
特色 社会主义 进入 新 时代,5,10,7,15.792,7.017,False,new
实现 第一 个 百年 奋斗,5,10,9,15.792,9.027,False,new
国 家 事业 取得 历史性,5,10,7,15.792,7.575,False,new
家 事业 取得 历史性 成就,5,10,7,15.792,8.239,False,new
美好 生活 的 向往 变为,5,10,7,15.792,4.801,False,new
生活 的 向往 变为 现实,5,10,7,15.792,8.606,False,new
心 往 处 想 劲,5,10,7,15.792,2.638,False,new
次 全会 上 习近平 总书记,5,10,4,15.792,7.657,False,new
涉嫌 严重 违纪 违法 目前,5,10,10,15.792,8.649,False,new
严重 违纪 违法 目前 正,5,10,10,15.792,8.695,False,new
违纪 违法 目前 正 接受,5,10,10,15.792,6.37,False,new
截至 2023年 3月 末 邮储,5,10,2,15.792,4.722,False,new
2023年 3月 末 邮储 银行,5,10,2,15.792,10.297,False,new
中国 共产党 第十九 届 中央,5,10,3,15.792,10.369,False,new
实施 创新 驱动 发展 战略,5,10,7,15.792,10.009,False,new
融入 国 家 发展 大局,5,10,9,15.792,7.047,False,new
维护 国 家 主权 安全,5,10,8,15.792,9.262,False,new
软件 和 信息 技术 服务业,5,10,4,15.792,7.431,False,new
辆 和 辆 同比 分别,5,10,6,15.792,7.743,False,new
元 同比 增长 实现 归母,5,10,7,15.792,5.622,False,new
社会 发展 计划 执行 情况,5,10,5,15.792,9.415,False,new
天水市 麦积区 褐石 培心 幼儿园,5,10,2,15.792,6.356,False,new
土壤 样品 中 铅 含量,5,10,2,15.792,5.393,False,new
低于 土壤 环境 质量 建设,5,10,2,15.792,8.81,False,new
土壤 环境 质量 建设 用地,5,10,2,15.792,6.24,False,new
环境 质量 建设 用地 土壤,5,10,2,15.792,7.114,False,new
质量 建设 用地 土壤 污染,5,10,2,15.792,6.099,False,new
建设 用地 土壤 污染 风险,5,10,2,15.792,9.984,False,new
用地 土壤 污染 风险 管控,5,10,2,15.792,4.513,False,new
土壤 污染 风险 管控 标准,5,10,2,15.792,7.706,False,new
污染 风险 管控 标准 GB,5,10,2,15.792,5.806,False,new
风险 管控 标准 GB 第一,5,10,2,15.792,8.625,False,new
管控 标准 GB 第一 类,5,10,2,15.792,7.757,False,new
标准 GB 第一 类 用,5,10,2,15.792,9.711,False,new
GB 第一 类 用 地,5,10,2,15.792,8.348,False,new
第一 类 用 地 筛选值,5,10,2,15.792,5.221,False,new
类 用 地 筛选值 无,5,10,2,15.792,7.98,False,new
用 地 筛选值 无 风险,5,10,2,15.792,10.424,False,new
铅 浓度 为 μg L,5,10,2,15.792,5.396,False,new
浓度 为 μg L 达到,5,10,2,15.792,5.976,False,new
I类 优 标准 限值 要求,5,10,2,15.792,6.477,False,new
铅 含量 为 mg kg,5,10,2,15.792,5.236,False,new
正义 和 美国 之 道,5,10,2,15.792,6.586,False,new
陈晓峰 针孔 摄影 作品 编号,5,10,2,15.792,4.585,False,new
针孔 摄影 作品 编号 号,5,10,2,15.792,6.976,False,new
摄影 作品 编号 号 相机,5,10,2,15.792,6.962,False,new
3月 15日 电 中国 国务院,5,10,10,15.792,7.617,False,new
15日 电 中国 国务院 总理,5,10,10,15.792,6.369,False,new
电 中国 国务院 总理 李克强,5,10,10,15.792,6.243,False,new
中国 国务院 总理 李克强 15日,5,10,10,15.792,9.914,False,new
总理 李克强 15日 在 北京,5,10,10,15.792,7.466,False,new
李克强 15日 在 北京 表示,5,10,10,15.792,8.667,False,new
次 会议 闭幕 后 李克强,5,10,10,15.792,6.685,False,new
会议 闭幕 后 李克强 会见,5,10,10,15.792,6.682,False,new
闭幕 后 李克强 会见 中外,5,10,10,15.792,4.078,False,new
后 李克强 会见 中外 记者,5,10,10,15.792,11.785,False,new
会见 中外 记者 并 回答,5,10,10,15.792,6.903,False,new
稳中求进 工作 总 基调 坚持,5,10,4,15.792,5.652,False,new
工作 总 基调 坚持 新,5,10,4,15.792,10.234,False,new
总 基调 坚持 新 发展,5,10,4,15.792,10.386,False,new
基调 坚持 新 发展 理念,5,10,4,15.792,5.537,False,new
自我 革命 的 重要 思想,5,10,4,15.791,8.052,False,new
中国 特色 社会主义 进入 新,5,10,7,15.791,10.61,False,new
断 把 人民 对 美好,5,10,7,15.791,2.679,False,new
建设 和 反 腐败 工作,5,10,5,15.791,10.581,False,new
共同 发展 的 上海 精神,5,11,10,15.788,9.97,False,new
走 好 新 的 赶考,5,10,4,15.786,6.232,False,new
时代 党 的 建设 新,5,13,5,15.785,7.861,False,new
贯彻 落实 党 的 大,5,10,9,15.777,8.312,False,new
年 来 上海 合作 组织,5,10,10,15.755,10.362,False,new
能力 实现 中华民族 伟大 复兴,5,9,9,15.697,7.273,False,new
中华民族 伟大 复兴 的 目标,5,9,9,15.697,7.943,False,new
加强 党中央 集中 统一 领导,5,9,6,15.697,8.975,False,new
庆祝 中国 共产党 成立 周年,5,9,9,15.697,7.407,False,new
马克思主义 执政党 要 始终 赢得,5,9,7,15.697,6.228,False,new
执政党 要 始终 赢得 人民,5,9,7,15.697,6.269,False,new
要 始终 赢得 人民 拥护,5,9,7,15.697,7.763,False,new
始终 赢得 人民 拥护 巩固,5,9,7,15.697,8.045,False,new
赢得 人民 拥护 巩固 长期,5,9,7,15.697,8.216,False,new
人民 拥护 巩固 长期 执政,5,9,7,15.697,7.804,False,new
拥护 巩固 长期 执政 地位,5,9,7,15.697,6.701,False,new
巩固 长期 执政 地位 必须,5,9,7,15.697,8.704,False,new
长期 执政 地位 必须 时刻,5,9,7,15.697,8.661,False,new
执政 地位 必须 时刻 保持,5,9,7,15.697,7.684,False,new
